ID,Parent ID,Depth,Subject group,Population,Country,Cohort,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Measurement size,Detected (nb),Detected (%),Detected only?,Arithmetic mean,Arithmetic SD,Geometric mean,Geometric SD,Min,Min (detected),Percentile_05,Percentile_10,Percentile_25,Median,Percentile_75,Percentile_90,Percentile_95,Max,Interquartile range,Mean 95% CI lower,Mean 95% CI upper,GMean 95% CI lower,GMean 95% CI upper,Unit,Converted arithmetic mean,Converted geometric mean,Converted median,Converted unit,Adjustment type,Adjusted on,Regressed on,Expressed as,Publication
2869,2870,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Plasma, fasting and non-fasting",GC-FID,trans-Octadecadienoic acids (trans-18:2),Linoelaidic acid (trans-18:2n-6) + cis-9-Linoelaidic acid (9cis-18:2n-6),306,,,,0.72,0.24,,,,,,,,,,,,,,,,,,percentRoot,0.72,,,percentRoot,Crude,,,,Sun 2007
2870,10185,1,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Plasma, fasting and non-fasting",GC-FID,"Fatty acids, trans",Palmitelaidic acid (trans-16:1n-7) + Linoelaidic acid (trans-18:2n-6) + cis-9-Linoelaidic acid (9cis-18:2n-6) + trans-Octadecenoic acids (trans-18:1),306,,,,1.98,0.71,,,,,,,,,,,,,,,,,,percentRoot,1.98,,,percentRoot,Crude,,,,Sun 2007
2871,2875,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Lauric acid (12:0),"",306,,,,0.002,0.01,,,,,,,,,,,,,,,,,,percentRoot,0.00,,,percentRoot,Crude,,,,Sun 2007
2872,2875,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Myristic acid (14:0),"",306,,,,0.19,0.1,,,,,,,,,,,,,,,,,,percentRoot,0.19,,,percentRoot,Crude,,,,Sun 2007
2873,2875,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Palmitic acid (16:0),"",306,,,,18.65,1.86,,,,,,,,,,,,,,,,,,percentRoot,18.65,,,percentRoot,Crude,,,,Sun 2007
2874,2875,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Stearic acid (18:0),"",306,,,,13.14,1.0,,,,,,,,,,,,,,,,,,percentRoot,13.14,,,percentRoot,Crude,,,,Sun 2007
2875,10186,1,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Lauric acid (12:0),306,,,,34.37,1.6,,,,,,,,,,,,,,,,,,percentRoot,34.37,,,percentRoot,Crude,,,,Sun 2007
2876,2879,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Palmitoleic acid (cis-16:1n-7),"",306,,,,0.49,0.26,,,,,,,,,,,,,,,,,,percentRoot,0.49,,,percentRoot,Crude,,,,Sun 2007
2877,2879,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Oleic acid (cis-18:1n-9),"",306,,,,13.26,1.17,,,,,,,,,,,,,,,,,,percentRoot,13.26,,,percentRoot,Crude,,,,Sun 2007
2878,2879,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,8-Eicosenoic acid (cis-20:1n-12),"",306,,,,0.003,0.01,,,,,,,,,,,,,,,,,,percentRoot,0.00,,,percentRoot,Crude,,,,Sun 2007
2879,10186,1,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + 8-Eicosenoic acid (cis-20:1n-12) + Oleic acid (cis-18:1n-9),306,,,,18.64,1.24,,,,,,,,,,,,,,,,,,percentRoot,18.64,,,percentRoot,Crude,,,,Sun 2007
2880,2884,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",306,,,,0.18,0.05,,,,,,,,,,,,,,,,,,percentRoot,0.18,,,percentRoot,Crude,,,,Sun 2007
2881,2884,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,EPA (cis-20:5n-3),"",132,,,,1.15,0.91,,,,,,,,,,,,,,,,,,percentRoot,1.15,,,percentRoot,Crude,,,,Sun 2007
2882,2884,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,DPA (cis-22:5n-3),"",306,,,,1.85,0.28,,,,,,,,,,,,,,,,,,percentRoot,1.85,,,percentRoot,Crude,,,,Sun 2007
2883,2884,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,DHA (cis-22:6n-3),"",306,,,,3.71,1.09,,,,,,,,,,,,,,,,,,percentRoot,3.71,,,percentRoot,Crude,,,,Sun 2007
2884,2888,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),132,,,,7.06,1.9,,,,,,,,,,,,,,,,,,percentRoot,7.06,,,percentRoot,Crude,,,,Sun 2007
2885,2887,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",306,,,,13.66,1.8,,,,,,,,,,,,,,,,,,percentRoot,13.66,,,percentRoot,Crude,,,,Sun 2007
2886,2887,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",306,,,,14.63,1.29,,,,,,,,,,,,,,,,,,percentRoot,14.63,,,percentRoot,Crude,,,,Sun 2007
2887,2888,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),306,,,,33.91,1.79,,,,,,,,,,,,,,,,,,percentRoot,33.91,,,percentRoot,Crude,,,,Sun 2007
2888,10186,1,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,"Fatty acids, polyunsaturated (PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),306,,,,43.48,1.77,,,,,,,,,,,,,,,,,,percentRoot,43.48,,,percentRoot,Crude,,,,Sun 2007
2889,2894,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Palmitelaidic acid (trans-16:1n-7),"",306,,,,0.14,0.03,,,,,,,,,,,,,,,,,,percentRoot,0.14,,,percentRoot,Crude,,,,Sun 2007
2890,2894,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,trans-Octadecenoic acids (trans-18:1),"",306,,,,1.16,0.35,,,,,,,,,,,,,,,,,,percentRoot,1.16,,,percentRoot,Crude,,,,Sun 2007
2891,2893,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,Linoelaidic acid (trans-18:2n-6),"",306,,,,0.12,0.05,,,,,,,,,,,,,,,,,,percentRoot,0.12,,,percentRoot,Crude,,,,Sun 2007
2892,2893,3,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,cis-9-Linoelaidic acid (9cis-18:2n-6),"",306,,,,0.14,0.04,,,,,,,,,,,,,,,,,,percentRoot,0.14,,,percentRoot,Crude,,,,Sun 2007
2893,2894,2,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,trans-Octadecadienoic acids (trans-18:2),Linoelaidic acid (trans-18:2n-6) + cis-9-Linoelaidic acid (9cis-18:2n-6),306,,,,0.36,0.1,,,,,,,,,,,,,,,,,,percentRoot,0.36,,,percentRoot,Crude,,,,Sun 2007
2894,10186,1,All,Controls in a coronary heart disease substudy,United States,NHS (Nurses' Health Study),,"Red blood cell, fasting and non-fasting",GC-FID,"Fatty acids, trans",Palmitelaidic acid (trans-16:1n-7) + Linoelaidic acid (trans-18:2n-6) + cis-9-Linoelaidic acid (9cis-18:2n-6) + trans-Octadecenoic acids (trans-18:1),306,,,,1.65,0.43,,,,,,,,,,,,,,,,,,percentRoot,1.65,,,percentRoot,Crude,,,,Sun 2007
2925,,0,Males,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",252,,,,0.061,0.07,,,,,,,,,,,,,,,,,,umol/L,61.00,,,nmol/L,Crude,,,,Vioque 2007
2926,,0,Males,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",252,,,,0.196,0.23,,,,,,,,,,,,,,,,,,umol/L,196.00,,,nmol/L,Crude,,,,Vioque 2007
2927,,0,Males,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lutein/Zeaxanthin,"",252,,,,0.139,0.13,,,,,,,,,,,,,,,,,,umol/L,139.00,,,nmol/L,Crude,,,,Vioque 2007
2928,,0,Males,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",252,,,,0.474,0.56,,,,,,,,,,,,,,,,,,umol/L,474.00,,,nmol/L,Crude,,,,Vioque 2007
2929,,0,Males,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",252,,,,0.107,0.13,,,,,,,,,,,,,,,,,,umol/L,107.00,,,nmol/L,Crude,,,,Vioque 2007
2930,,0,Males,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",Fluorometry,Vitamin C,"",252,,,,38.3,19.5,,,,,,,,,,,,,,,,,,umol/L,38300.00,,,nmol/L,Crude,,,,Vioque 2007
7590,,0,Males,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",Method missing,Cholesterol,"",252,,,,5.24,1.0,,,,,,,,,,,,,,,,,,mmol/L,5240000.00,,,nmol/L,Crude,,,,Vioque 2007
2937,,0,Females,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",293,,,,0.096,0.14,,,,,,,,,,,,,,,,,,umol/L,96.00,,,nmol/L,Crude,,,,Vioque 2007
2938,,0,Females,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",293,,,,0.304,0.34,,,,,,,,,,,,,,,,,,umol/L,304.00,,,nmol/L,Crude,,,,Vioque 2007
2939,,0,Females,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lutein/Zeaxanthin,"",293,,,,0.153,0.16,,,,,,,,,,,,,,,,,,umol/L,153.00,,,nmol/L,Crude,,,,Vioque 2007
2940,,0,Females,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",293,,,,0.703,0.86,,,,,,,,,,,,,,,,,,umol/L,703.00,,,nmol/L,Crude,,,,Vioque 2007
2941,,0,Females,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",293,,,,0.136,0.15,,,,,,,,,,,,,,,,,,umol/L,136.00,,,nmol/L,Crude,,,,Vioque 2007
2942,,0,Females,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",Fluorometry,Vitamin C,"",293,,,,51.0,18.4,,,,,,,,,,,,,,,,,,umol/L,51000.00,,,nmol/L,Crude,,,,Vioque 2007
7591,,0,Females,Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",Method missing,Cholesterol,"",293,,,,5.81,1.0,,,,,,,,,,,,,,,,,,mmol/L,5810000.00,,,nmol/L,Crude,,,,Vioque 2007
2951,,0,Normal weight (BMI: <25kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",85,,,,0.14,0.23,,,,,,,,,,,,,,,,,,umol/L,140.00,,,nmol/L,Crude,,,,Vioque 2007
2952,,0,Normal weight (BMI: <25kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",85,,,,0.393,0.53,,,,,,,,,,,,,,,,,,umol/L,393.00,,,nmol/L,Crude,,,,Vioque 2007
2953,,0,Normal weight (BMI: <25kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lutein/Zeaxanthin,"",85,,,,0.163,0.19,,,,,,,,,,,,,,,,,,umol/L,163.00,,,nmol/L,Crude,,,,Vioque 2007
2954,,0,Normal weight (BMI: <25kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",85,,,,0.926,0.27,,,,,,,,,,,,,,,,,,umol/L,926.00,,,nmol/L,Crude,,,,Vioque 2007
2955,,0,Normal weight (BMI: <25kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",85,,,,0.13,0.18,,,,,,,,,,,,,,,,,,umol/L,130.00,,,nmol/L,Crude,,,,Vioque 2007
2956,,0,Normal weight (BMI: <25kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",Fluorometry,Vitamin C,"",85,,,,42.5,21.9,,,,,,,,,,,,,,,,,,umol/L,42500.00,,,nmol/L,Crude,,,,Vioque 2007
2965,,0,Overweight (BMI: 25 to 30 kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",261,,,,0.077,0.08,,,,,,,,,,,,,,,,,,umol/L,77.00,,,nmol/L,Crude,,,,Vioque 2007
2966,,0,Overweight (BMI: 25 to 30 kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",261,,,,0.249,0.25,,,,,,,,,,,,,,,,,,umol/L,249.00,,,nmol/L,Crude,,,,Vioque 2007
2967,,0,Overweight (BMI: 25 to 30 kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lutein/Zeaxanthin,"",261,,,,0.157,0.16,,,,,,,,,,,,,,,,,,umol/L,157.00,,,nmol/L,Crude,,,,Vioque 2007
2968,,0,Overweight (BMI: 25 to 30 kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",261,,,,0.608,0.69,,,,,,,,,,,,,,,,,,umol/L,608.00,,,nmol/L,Crude,,,,Vioque 2007
2969,,0,Overweight (BMI: 25 to 30 kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",261,,,,0.135,0.16,,,,,,,,,,,,,,,,,,umol/L,135.00,,,nmol/L,Crude,,,,Vioque 2007
2970,,0,Overweight (BMI: 25 to 30 kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",Fluorometry,Vitamin C,"",261,,,,45.8,19.8,,,,,,,,,,,,,,,,,,umol/L,45800.00,,,nmol/L,Crude,,,,Vioque 2007
2979,,0,Obese (BMI: >30kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,alpha-Carotene,"",199,,,,0.059,0.05,,,,,,,,,,,,,,,,,,umol/L,59.00,,,nmol/L,Crude,,,,Vioque 2007
2980,,0,Obese (BMI: >30kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Carotene,"",199,,,,0.201,0.18,,,,,,,,,,,,,,,,,,umol/L,201.00,,,nmol/L,Crude,,,,Vioque 2007
2981,,0,Obese (BMI: >30kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lutein/Zeaxanthin,"",199,,,,0.126,0.11,,,,,,,,,,,,,,,,,,umol/L,126.00,,,nmol/L,Crude,,,,Vioque 2007
2982,,0,Obese (BMI: >30kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,Lycopene,"",199,,,,0.444,0.42,,,,,,,,,,,,,,,,,,umol/L,444.00,,,nmol/L,Crude,,,,Vioque 2007
2983,,0,Obese (BMI: >30kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",HPLC,beta-Cryptoxanthin,"",199,,,,0.103,0.11,,,,,,,,,,,,,,,,,,umol/L,103.00,,,nmol/L,Crude,,,,Vioque 2007
2984,,0,Obese (BMI: >30kg/m2),Elderly subjects in the province of Alicante,Spain,EUREYE (European Eye),,"Plasma, fasting and non-fasting",Fluorometry,Vitamin C,"",199,,,,45.4,19.2,,,,,,,,,,,,,,,,,,umol/L,45400.00,,,nmol/L,Crude,,,,Vioque 2007
3013,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",276,,,,33.3,5.15,,,,,,,,,,,,,,,,,,percentRoot,33.30,,,percentRoot,Crude,,,,Astorg 2008
3014,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",276,,,,0.57,0.2,,,,,,,,,,,,,,,,,,percentRoot,0.57,,,percentRoot,Crude,,,,Astorg 2008
3015,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",276,,,,0.51,0.17,,,,,,,,,,,,,,,,,,percentRoot,0.51,,,percentRoot,Crude,,,,Astorg 2008
3016,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",276,,,,0.23,0.05,,,,,,,,,,,,,,,,,,percentRoot,0.23,,,percentRoot,Crude,,,,Astorg 2008
3017,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Mead acid (cis-20:3n-9),"",276,,,,0.14,0.07,,,,,,,,,,,,,,,,,,percentRoot,0.14,,,percentRoot,Crude,,,,Astorg 2008
3018,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",276,,,,1.54,0.32,,,,,,,,,,,,,,,,,,percentRoot,1.54,,,percentRoot,Crude,,,,Astorg 2008
3019,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",276,,,,7.9,1.58,,,,,,,,,,,,,,,,,,percentRoot,7.90,,,percentRoot,Crude,,,,Astorg 2008
3020,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",276,,,,1.36,0.92,,,,,,,,,,,,,,,,,,percentRoot,1.36,,,percentRoot,Crude,,,,Astorg 2008
3021,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",276,,,,0.21,0.07,,,,,,,,,,,,,,,,,,percentRoot,0.21,,,percentRoot,Crude,,,,Astorg 2008
3022,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",276,,,,0.54,0.14,,,,,,,,,,,,,,,,,,percentRoot,0.54,,,percentRoot,Crude,,,,Astorg 2008
3023,10157,1,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",276,,,,2.49,0.81,,,,,,,,,,,,,,,,,,percentRoot,2.49,,,percentRoot,Crude,,,,Astorg 2008
3040,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",257,,,,35.26,4.76,,,,,,,,,,,,,,,,,,percentRoot,35.26,,,percentRoot,Crude,,,,Astorg 2008
3041,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",257,,,,0.47,0.19,,,,,,,,,,,,,,,,,,percentRoot,0.47,,,percentRoot,Crude,,,,Astorg 2008
3042,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",257,,,,0.51,0.15,,,,,,,,,,,,,,,,,,percentRoot,0.51,,,percentRoot,Crude,,,,Astorg 2008
3043,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",257,,,,0.22,0.05,,,,,,,,,,,,,,,,,,percentRoot,0.22,,,percentRoot,Crude,,,,Astorg 2008
3044,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Mead acid (cis-20:3n-9),"",257,,,,0.13,0.05,,,,,,,,,,,,,,,,,,percentRoot,0.13,,,percentRoot,Crude,,,,Astorg 2008
3045,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",257,,,,1.51,0.34,,,,,,,,,,,,,,,,,,percentRoot,1.51,,,percentRoot,Crude,,,,Astorg 2008
3046,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",257,,,,8.05,1.39,,,,,,,,,,,,,,,,,,percentRoot,8.05,,,percentRoot,Crude,,,,Astorg 2008
3047,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",257,,,,1.29,0.82,,,,,,,,,,,,,,,,,,percentRoot,1.29,,,percentRoot,Crude,,,,Astorg 2008
3048,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",257,,,,0.2,0.07,,,,,,,,,,,,,,,,,,percentRoot,0.20,,,percentRoot,Crude,,,,Astorg 2008
3049,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",257,,,,0.54,0.18,,,,,,,,,,,,,,,,,,percentRoot,0.54,,,percentRoot,Crude,,,,Astorg 2008
3050,10158,1,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",257,,,,2.65,0.84,,,,,,,,,,,,,,,,,,percentRoot,2.65,,,percentRoot,Crude,,,,Astorg 2008
3103,,0,Vegans,Women with different diets,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),,"Plasma, non-fasting",GC-FID,Pentadecylic acid (15:0),"",46,,,,0.15,0.05,,,,,,,,,,,,,,,,,,mmol/L,150000.00,,,nmol/L,Crude,,,,Allen 2008
3104,,0,Vegans,Women with different diets,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),,"Plasma, non-fasting",GC-FID,Margaric acid (17:0),"",46,,,,0.37,0.1,,,,,,,,,,,,,,,,,,mmol/L,370000.00,,,nmol/L,Crude,,,,Allen 2008
3105,,0,Vegans,Women with different diets,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),,"Plasma, non-fasting",GC-MS after acid hydrolysis,Phytanic acid,"",46,,,,,,0.86,,,,,,,,,,,,,,,0.7,1.05,umol/L,,860.00,,nmol/L,Crude,,,,Allen 2008
3079,,0,Meat eaters,Women with different diets,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),,"Plasma, non-fasting",GC-FID,Pentadecylic acid (15:0),"",25,,,,0.22,0.05,,,,,,,,,,,,,,,,,,mmol/L,220000.00,,,nmol/L,Crude,,,,Allen 2008
3080,,0,Meat eaters,Women with different diets,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),,"Plasma, non-fasting",GC-FID,Margaric acid (17:0),"",25,,,,0.49,0.12,,,,,,,,,,,,,,,,,,mmol/L,490000.00,,,nmol/L,Crude,,,,Allen 2008
