"","inchikey","id","name","precursormz","mass","hmdb","dsstox","t3db","foodb","refmet","chebi"
"59834","GZLIPAFSJXROEC-UHFFFAOYSA-N","CCMSLIB00005721118","NCGC00179902-03!2-(2-hydroxy-6-methylhept-5-en-2-yl)-7-(3-methylbut-2-enyl)-2,3-dihydro-1-benzofuran-5-carboxylic acid [IIN-based on: CCMSLIB00000848922]","376.251",NA,NA,NA,NA,NA,NA,66427
"59871","GZPHSAQLYPIAIN-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT104693","beta-Pyridyl Cyanide","105.04525",NA,NA,"DTXSID1026665",NA,NA,NA,86556
"59890","GZSOSUNBTXMUFQ-UHFFFAOYSA-N","VF-NPL-QTOF007515","Diosmin","631.1603",608.174120354,"HMDB0029548",NA,NA,"FDB000693",NA,NA
"59893","GZSOSUNBTXMUFQ-UHFFFAOYSA-N","VF-NPL-QTOF007512","Diosmin","609.1792",608.174120354,"HMDB0029548",NA,NA,"FDB000693",NA,NA
"59897","GZSOSUNBTXMUFQ-UHFFFAOYSA-N","VF-NPL-QEHF011453","Diosmin","647.137268066406",608.174120354,"HMDB0029548",NA,NA,"FDB000693",NA,NA
"59901","GZSOSUNBTXMUFQ-UHFFFAOYSA-N","O=C1C=C(OC2=CC(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)=CC(O)=C12)C=5C=CC(OC)=C(O)C5","Diosmin","626.207946777344",608.174120354,"HMDB0029548",NA,NA,"FDB000693",NA,NA
"59910","GZSOSUNBTXMUFQ-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS084504","Barosmin","609.53",608.174120354,"HMDB0029548",NA,NA,"FDB000693",NA,NA
"59940","GZSOSUNBTXMUFQ-YFAPSIMESA-N","O=C1C=C(OC2=CC(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)=CC(O)=C12)C=5C=CC(OC)=C(O)C5","diosmin","609.18",608.174125,NA,"DTXSID4045892",NA,NA,"Diosmin",4631
"59943","GZSOSUNBTXMUFQ-YFAPSIMESA-N","O=C1C=C(OC2=CC(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)=CC(O)=C12)C=5C=CC(OC)=C(O)C5","diosmin","631.16",608.174125,NA,"DTXSID4045892",NA,NA,"Diosmin",4631
"60021","GZSOSUNBTXMUFQ-YFAPSIMESA-N","CCMSLIB00000847162","NCGC00344564-03!5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one","626.208",608.174125,NA,"DTXSID4045892",NA,NA,"Diosmin",4631
"60349","GZUITABIAKMVPG-UHFFFAOYSA-N","LU023604","Raloxifene","474.1734",473.166079047,"HMDB0014624","DTXSID3023550",NA,NA,NA,8772
"60377","GZVHEAJQGPRDLQ-UHFFFAOYSA-N","MSBNK-LCSB-LU106303","6-Phenyl-1,3,5-triazine-2,4-diamine","188.0931",NA,NA,"DTXSID1020142",NA,NA,NA,NA
"60390","GZYPWOGIYAIIPV-JBDTYSNRSA-N","OCC1OC(OCC2OC(OC(C)(CCC=C(C)C)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC54C)C(O)C(O)C2O)C(O)C(O)C1O","Ginsenoside Rb1","1109.61",1108.602945,NA,NA,NA,NA,"Ginsenoside Rb1",67989
"60392","GZYPWOGIYAIIPV-JBDTYSNRSA-N","OCC1OC(OCC2OC(OC(C)(CCC=C(C)C)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC54C)C(O)C(O)C2O)C(O)C(O)C1O","Ginsenoside Rb1","1131.59",1108.602945,NA,NA,NA,NA,"Ginsenoside Rb1",67989
"60518","GZYPWOGIYAIIPV-JBDTYSNRSA-N","PM003601","Ginsenoside Rb1","1109",1108.602945,NA,NA,NA,NA,"Ginsenoside Rb1",67989
"60569","GZYPWOGIYAIIPV-JBDTYSNRSA-N","PM003203","Ginsenoside Rb1","1131",1108.602945,NA,NA,NA,NA,"Ginsenoside Rb1",67989
"60657","GZYPWOGIYAIIPV-UHFFFAOYSA-N","PR310400","Ginsenoside Rb1","1109.61022",1108.60293925,"HMDB0035892",NA,NA,"FDB014677",NA,NA
"60660","HAAZLUGHYHWQIW-KVQBGUIXSA-N","MoNA024156","DGTP","508.00305",506.995745159,"HMDB0001440",NA,NA,"FDB022623","dGTP",16497
"60663","HAEJPQIATWHALX-KQYNXXCUSA-N","EMBL-MCF_spec236685","INOSINE TRIPHOSPHATE","508.99",507.979760744,"HMDB0000189","DTXSID8074499",NA,"FDB021902","ITP",16039
"60669","HAEJPQIATWHALX-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS025901","5'-ITP","509.29",507.979762173,"HMDB0257689",NA,NA,NA,NA,NA
"60675","HAORKNGNJCEJBX-UHFFFAOYSA-N","MSBNK-Eawag-EA014806","Cyprodinil","226.1339",225.126597495,"HMDB0034853","DTXSID1032359","T3D3820","FDB013419","Cyprodinil",4045
"60746","HAORKNGNJCEJBX-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO008909","Cyprodinil","226/185",225.126597495,"HMDB0034853","DTXSID1032359","T3D3820","FDB013419","Cyprodinil",4045
"60754","HAPOVYFOVVWLRS-UHFFFAOYSA-N","MoNA033122","ETHOSUXIMIDE","142.0862546",141.078978601,"HMDB0014731","DTXSID7023019",NA,NA,NA,4887
"60761","HARGZZNYNSYSGJ-JTQLQIEISA-N","O=C1C(=O)C2=C(OCC2C)C=3C=CC4=C(C=CC=C4C)C13","15,16-Dihydrotanshinone I","301.08",NA,NA,"DTXSID20236187",NA,NA,NA,NA
"60762","HARGZZNYNSYSGJ-JTQLQIEISA-N","O=C1C(=O)C2=C(OCC2C)C=3C=CC4=C(C=CC=C4C)C13","15,16-Dihydrotanshinone I","279.1",NA,NA,"DTXSID20236187",NA,NA,NA,NA
"60802","HARGZZNYNSYSGJ-UHFFFAOYSA-N","O=C1C(=O)C2=C(OCC2C)C=3C=CC4=C(C=CC=C4C)C13","DIHYDROTANSHINONE I","296.128112792969",278.094294311,"HMDB0251332",NA,NA,NA,NA,NA
"60803","HARGZZNYNSYSGJ-UHFFFAOYSA-N","VF-NPL-QEHF027396","DIHYDROTANSHINONE I","279.1015625",278.094294311,"HMDB0251332",NA,NA,NA,NA,NA
"60806","HARGZZNYNSYSGJ-UHFFFAOYSA-N","VF-NPL-QEHF027404","DIHYDROTANSHINONE I","317.057434082031",278.094294311,"HMDB0251332",NA,NA,NA,NA,NA
"60807","HARGZZNYNSYSGJ-UHFFFAOYSA-N","O=C1C(=O)C2=C(OCC2C)C=3C=CC4=C(C=CC=C4C)C13","DIHYDROTANSHINONE I","301.08349609375",278.094294311,"HMDB0251332",NA,NA,NA,NA,NA
"60829","HAVWRBANWNTOJX-UHFFFAOYSA-N","O=C1OC=2C(O)=C(O)C(OC)=CC2C=C1","Fraxetin","231.02",208.037173,NA,"DTXSID00205992",NA,NA,"Fraxetin",5169
"60830","HAVWRBANWNTOJX-UHFFFAOYSA-N","O=C1OC=2C(O)=C(O)C(OC)=CC2C=C1","Fraxetin","209.04",208.037173,NA,"DTXSID00205992",NA,NA,"Fraxetin",5169
"60843","HAVWRBANWNTOJX-UHFFFAOYSA-N","CCMSLIB00005721517","NCGC00017270-07!7,8-dihydroxy-6-methoxychromen-2-one [IIN-based on: CCMSLIB00000845657]","439.066",208.037173,NA,"DTXSID00205992",NA,NA,"Fraxetin",5169
"60860","HAVWRBANWNTOJX-UHFFFAOYSA-N","CCMSLIB00005721520","NCGC00017270-07!7,8-dihydroxy-6-methoxychromen-2-one [IIN-based on: CCMSLIB00000845657]","434.11",208.037173,NA,"DTXSID00205992",NA,NA,"Fraxetin",5169
"60875","HAVWRBANWNTOJX-UHFFFAOYSA-N","CCMSLIB00005721519","NCGC00017270-07!7,8-dihydroxy-6-methoxychromen-2-one [IIN-based on: CCMSLIB00000845657]","540.077",208.037173,NA,"DTXSID00205992",NA,NA,"Fraxetin",5169
"60899","HAVWRBANWNTOJX-UHFFFAOYSA-N","CCMSLIB00000845659","NCGC00017270-07!7,8-dihydroxy-6-methoxychromen-2-one","226.071",208.037173,NA,"DTXSID00205992",NA,NA,"Fraxetin",5169
"60958","HAWJXYBZNNRMNO-UHFFFAOYSA-N","O=C(OC1=CC=CC2=C1OC(C)(C)C2)N(SN(C(=O)OCCCC)C)C","Pesticide2_Furathiocarb_C18H26N2O5S_Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl-N,N'-dimethyl-N,N'-thiodicarbamate","383.163",382.156242642,"HMDB0252533","DTXSID3052725","T3D0974",NA,"Furathiocarb",38504
"60960","HAWJXYBZNNRMNO-UHFFFAOYSA-N","O=C(OC1=CC=CC2=C1OC(C)(C)C2)N(SN(C(=O)OCCCC)C)C","Pesticide2_Furathiocarb_C18H26N2O5S_Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl-N,N'-dimethyl-N,N'-thiodicarbamate","405.145",382.156242642,"HMDB0252533","DTXSID3052725","T3D0974",NA,"Furathiocarb",38504
"60980","HAWSQZCWOQZXHI-UHFFFAOYSA-N","NGA02745","10-hydroxycamptothecin","365.113197612",364.105921623,"HMDB0244271",NA,NA,NA,NA,NA
"60987","HAXBIWFMXWRORI-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590819","Benzo(k)fluoranthene","252.0934",252.093900384,"HMDB0249011","DTXSID0023909","T3D0062",NA,NA,NA
"60993","HAXBIWFMXWRORI-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590803","Benzo(k)fluoranthene","253.1012",252.093900384,"HMDB0249011","DTXSID0023909","T3D0062",NA,NA,NA
"60994","HAXFWIACAGNFHA-UHFFFAOYSA-N","CCMSLIB00005724003","2,2'-Dithiodipyridine","221.02",220.012890614,"HMDB0245356","DTXSID70175517",NA,NA,NA,143170
"60996","HBBVCKCCQCQCTJ-UHFFFAOYSA-N","MSBNK-LCSB-LU035303","4-[3-(4-Acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy-acetic acid","403.1751",402.167853186,"HMDB0247399","DTXSID6040745",NA,NA,NA,NA
"61009","HBGGXOJOCNVPFY-UHFFFAOYSA-N","MSBNK-Antwerp_Univ-AN112509","Diisononyl phthalate","419.3156",418.308309832,"HMDB0251352",NA,NA,NA,"Diisononyl phthalate",35459
"61021","HBJXRRXWHSHZPU-PDBXOOCHSA-N","MSBNK-BGC_Munich-RP003403","alpha-Linolenoyl Ethanolamide","322.2741",321.266779369,"HMDB0013624",NA,NA,"FDB029601","alpha-Linolenoyl-EA",NA
"61027","HBMCQTHGYMTCOF-UHFFFAOYSA-N","O=C(OC1=CC=C(O)C=C1)C","4-ACETOXYPHENOL","175.036560058594",152.047344122,"HMDB0060390","DTXSID70186062",NA,NA,"4-Hydroxyphenyl acetate",31128
"61030","HBMCQTHGYMTCOF-UHFFFAOYSA-N","VF-NPL-QEHF027569","4-ACETOXYPHENOL","191.010498046875",152.047344122,"HMDB0060390","DTXSID70186062",NA,NA,"4-Hydroxyphenyl acetate",31128
"61031","HBMCQTHGYMTCOF-UHFFFAOYSA-N","VF-NPL-QEHF027561","4-ACETOXYPHENOL","153.054611206055",152.047344122,"HMDB0060390","DTXSID70186062",NA,NA,"4-Hydroxyphenyl acetate",31128
"61033","HBMCQTHGYMTCOF-UHFFFAOYSA-N","VF-NPL-QEHF027572","4-ACETOXYPHENOL","170.081161499023",152.047344122,"HMDB0060390","DTXSID70186062",NA,NA,"4-Hydroxyphenyl acetate",31128
"61055","HBOMLICNUCNMMY-XLPZGREQSA-N","EQ328706","Zidovudine","268.104",267.096753929,"HMDB0014638","DTXSID8020127","T3D4720",NA,NA,10110
"61067","HBPDKDSFLXWOAE-UHFFFAOYSA-N","LU055705","Tebuthiuron","229.1118",228.104481844,NA,"DTXSID3024316","T3D3928",NA,NA,NA
"61085","HBROZNQEVUILML-UHFFFAOYSA-N","MoNA038879","SALICYLHYDROXAMIC ACID","154.0498691",153.042593095,"HMDB0257460","DTXSID5075365",NA,NA,NA,45615
"61094","HBRYKWADRULLHU-UHFFFAOYSA-N","O=C(C=1C(O)=C(C(O)=C(C1OC)C)C)CCC=2C=CC=CC2","angoletin","301.143432617188",NA,NA,"DTXSID00227255",NA,NA,NA,NA
"61095","HBRYKWADRULLHU-UHFFFAOYSA-N","O=C(C=1C(O)=C(C(O)=C(C1OC)C)C)CCC=2C=CC=CC2","angoletin","339.099304199219",NA,NA,"DTXSID00227255",NA,NA,NA,NA
"61096","HBRYKWADRULLHU-UHFFFAOYSA-N","VF-NPL-QEHF003984","angoletin","318.169982910156",NA,NA,"DTXSID00227255",NA,NA,NA,NA
"61097","HBRYKWADRULLHU-UHFFFAOYSA-N","O=C(C=1C(O)=C(C(O)=C(C1OC)C)C)CCC=2C=CC=CC2","angoletin","323.125366210938",NA,NA,"DTXSID00227255",NA,NA,NA,NA
"61125","HBUCPZGYBSEEHF-UHFFFAOYSA-N","SM814901","3-Phenoxyphenol","187.0754",NA,NA,"DTXSID9061047",NA,NA,NA,39263
"61128","HBUNPJGMNVQSBX-UHFFFAOYSA-N","O=C1NC2=CSSC2=C1NC(=O)C","Holomycin","214.994",NA,NA,"DTXSID40197605",NA,NA,NA,156451
"61131","HBXXDBKJLPLXPR-DLBZZEGUSA-O","PM001517","Cyanidin 3-(6''-acetyl)galactoside","491",491.1189512,"HMDB0029236",NA,NA,"FDB000004",NA,NA
"61133","HBZNVZIRJWODIB-NHCUFCNUSA-N","O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC","Phosphatidylethanolamine (16:0/18:2) Abbr: PLPE","738.482",715.515204861,"HMDB0008928",NA,NA,NA,NA,73008
"61135","HBZNVZIRJWODIB-NHCUFCNUSA-N","O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC","Phosphatidylethanolamine (16:0/18:2) Abbr: PLPE","754.484",715.515204861,"HMDB0008928",NA,NA,NA,NA,73008
"61137","HCAJEUSONLESMK-UHFFFAOYSA-N","MSBNK-Eawag-EA281310","Cyclamate","180.0689",179.061613977,"HMDB0031340","DTXSID5041809",NA,NA,"Cyclamic acid",15964
"61164","HCAJQHYUCKICQH-VPENINKCSA-N","N=C1N=C(O)C=2N=C(O)N(C2N1)C3OC(CO)C(O)C3","8-oxo-2'-deoxyguanosine","283.93",283.091668551,"HMDB0003333",NA,"T3D4175","FDB023145","8-Hydroxy-deoxyguanosine",40304
"61165","HCAUQPZEWLULFJ-UHFFFAOYSA-N","LU052205","Benzo(f)quinoline","180.0808",179.073499294,"HMDB0249008","DTXSID2024585",NA,NA,NA,NA
"61174","HCBIBCJNVBAKAB-UHFFFAOYSA-N","CCMSLIB00000078628","Procaine (Novocaine) HCl","237.16",NA,NA,"DTXSID1044435",NA,NA,NA,NA
"61176","HCBKENVWCDLQOA-UHFFFAOYSA-N","PR310771","Flavanone base + 4O, 2Prenyl","425.1966",424.188588628,"HMDB0038868",NA,NA,"FDB018309",NA,NA
"61178","HCEYJYMNIQHPPK-DXTZDJJUSA-N","VF-NPL-QEHF013471","Deacetylgedunin","458.253692626953",440.21989,NA,NA,NA,NA,"Deacetylgedunin",67296
"61179","HCEYJYMNIQHPPK-DXTZDJJUSA-N","O=C1OC(C2=COC=C2)C3(C)CCC4C5(C=CC(=O)C(C)(C)C5CC(O)C4(C)C63OC16)C","Deacetylgedunin","441.180397949219",440.21989,NA,NA,NA,NA,"Deacetylgedunin",67296
"61199","HCFDWZZGGLSKEP-UHFFFAOYNA-N","N=1C=CC=CC1C(OCCN(C)C)(C=2C=CC=CC2)C","Doxylamine","271.18048978817",270.173213336,NA,NA,"T3D4551",NA,NA,NA
"61201","HCFDWZZGGLSKEP-UHFFFAOYSA-N","MSBNK-Eawag-EQ301801","Doxylamine","271.1805",270.173213336,"HMDB0001936","DTXSID1022970",NA,"FDB022751","Doxylamine",51380
"61229","HCIBTBXNLVOFER-UHFFFAOYSA-N","O=C1C(C=2C=CC=CC2)=C1C=3C=CC=CC3","Diphenylcyclopropenone","207.08044139417",206.073164942,"HMDB0251457","DTXSID2046545",NA,NA,NA,53074
"61234","HCJXEOFLVIFFDG-UHFFFAOYSA-N","CCN(CC)C(=O)C1=CC=C(OC)C=C1","N,N-Diethyl-4-methoxybenzamide; LC-ESI-QTOF; MS2; [M+H]+; CE","208.133205",NA,NA,"DTXSID10282734",NA,NA,NA,NA
"61249","HCKWMBTVENMFOU-UHFFFAOYSA-N","PR311124","Biflavonoid-flavone base + 3MeO and flavone base + 3MeO","675.2265",NA,NA,NA,NA,NA,NA,69743
"61257","HCUARRIEZVDMPT-UHFFFAOYSA-N","MoNA038868","INDOLE-2-CARBOXYLIC ACID","179.0815015",161.047678473,"HMDB0002285","DTXSID20163782",NA,"FDB022948",NA,NA
"61261","HCUSLQJBGQJQCB-UHFFFAOYSA-N","O=C1C=C(N(C=2C=CC=CC12)C)CCCCCCC","Schinifoline","258.18",NA,NA,"DTXSID10230391",NA,NA,NA,NA
"61266","HCUSLQJBGQJQCB-UHFFFAOYSA-N","O=C1C=C(N(C=2C=CC=CC12)C)CCCCCCC","Schinifoline","280.16",NA,NA,"DTXSID10230391",NA,NA,NA,NA
"61311","HCWZEPKLWVAEOV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU592719","PCB 52","289.9218",289.92236102,"HMDB0245377","DTXSID3038305","T3D0441",NA,NA,34206
"61313","HCXVJBMSMIARIN-KEJCWXRGSA-N","OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1","(3S,8S,9S,10R,13R,14S,17R)-17-((2R,5R,E)-5-ethyl-6-methylhept-3-en-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol","435.36",412.370515,NA,NA,NA,NA,"Poriferasterol",NA
"61314","HCXVJBMSMIARIN-KEJCWXRGSA-N","OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1","(3S,8S,9S,10R,13R,14S,17R)-17-((2R,5R,E)-5-ethyl-6-methylhept-3-en-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol","413.37",412.370515,NA,NA,NA,NA,"Poriferasterol",NA
"61337","HCXVJBMSMIARIN-PHZDYDNGSA-N","OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1","stigmasterol","435.36",412.370516166,"HMDB0000937",NA,NA,"FDB001936","Stigmasterol",28824
"61338","HCXVJBMSMIARIN-PHZDYDNGSA-N","OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1","stigmasterol","413.38",412.370516166,"HMDB0000937",NA,NA,"FDB001936","Stigmasterol",28824
"61765","HCXVJBMSMIARIN-PHZDYDNGSA-N","CCMSLIB00005720297","Stigmasterol","413.848",412.370516166,"HMDB0000937",NA,NA,"FDB001936","Stigmasterol",28824
"61766","HCYAFALTSJYZDH-UHFFFAOYSA-N","MSBNK-HBM4EU-HB000506","Desipramine","267.1856",266.178298714,"HMDB0015282","DTXSID6022896","T3D2996",NA,"Desipramine",47781
"62006","HCZHHEIFKROPDY-UHFFFAOYSA-N","OC(=O)C1=CC(=O)C2=CC=CC=C2N1","Kynurenic acid","190.0498696",189.042593095,"HMDB0000715","DTXSID8075417","T3D4160","FDB022200","Kynurenic acid",18344
"62029","HCZHHEIFKROPDY-UHFFFAOYSA-N","O=C(O)C1=CC(=O)C=2C=CC=CC2N1","4-Hydroxyquinoline-2-carboxylic acid","230.023175557454",189.042593095,"HMDB0000715","DTXSID8075417","T3D4160","FDB022200","Kynurenic acid",18344
"62083","HCZKYJDFEPMADG-TXEJJXNPSA-N","CCMSLIB00000078777","NCGC00015741-06!NORDIHYDROGUAIARETIC ACID","303.16",302.151809192,"HMDB0014325","DTXSID5045178",NA,NA,NA,73468
"62085","HCZKYJDFEPMADG-UHFFFAOYSA-N","OC1=CC=C(C=C1O)CC(C)C(C)CC2=CC=C(O)C(O)=C2","Nordihydroguaiaretic acid","303.16",302.151809192,NA,"DTXSID5022437",NA,"FDB011903",NA,7625
"62088","HCZKYJDFEPMADG-UHFFFAOYSA-N","OC1=CC=C(C=C1O)CC(C)C(C)CC2=CC=C(O)C(O)=C2","Nordihydroguaiaretic acid","325.14",302.151809192,NA,"DTXSID5022437",NA,"FDB011903",NA,7625
"62362","HCZNPUHZYPPINM-AWEZNQCLSA-N","MSBNK-RIKEN-PR020132","N-(3-Indolylacetyl)-L-leucine","289",NA,NA,NA,NA,NA,NA,71675
"62365","HCZNPUHZYPPINM-UHFFFAOYSA-N","MSBNK-RIKEN-PR310541","Indole-3-acetyl-L-leucine","289.15467",NA,NA,NA,NA,NA,NA,133521
"62381","HDACQVRGBOVJII-JBDAPHQKSA-N","FiehnHILIC002294","Ramipril","417.2403",416.231122144,"HMDB0014324","DTXSID8023551",NA,"FDB009079","Ramipril",8774
"62386","HDDSHPAODJUKPD-UHFFFAOYSA-N","AU106201","Fenbendazole","300.0801",299.072847365,"HMDB0029745","DTXSID0040672",NA,NA,NA,77092
"62411","HDETUOZJFUNSKG-UHFFFAOYSA-N","CCMSLIB00000846545","NCGC00385438-01!1-methoxy-3-methyl-9H-carbazole","212.107",NA,NA,"DTXSID90327415",NA,NA,NA,NA
"62413","HDFGOPSGAURCEO-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO002832","N-Ethylmaleimide","126",125.047678473,"HMDB0255137","DTXSID1059573",NA,NA,"N-Ethylmaleimide",44485
"62423","HDHLIWCXDDZUFH-UHFFFAOYSA-N","LU005502","Cybutryne","254.1434",NA,NA,"DTXSID3032416",NA,NA,NA,5962
"62511","HDOVUKNUBWVHOX-QMMMGPOBSA-N","FiehnHILIC000841","Valaciclovir","325.1613",324.154603158,"HMDB0014716","DTXSID1023732","T3D3542",NA,"Valaciclovir",35854
"62516","HDRXZJPWHTXQRI-BHDTVMLSSA-N","Cl.O=C(OC1C(=O)N(C=2C=CC=CC2SC1C3=CC=C(OC)C=C3)CCN(C)C)C","Diltiazem HCl (Tiazac)","415.169",NA,NA,"DTXSID8040147",NA,NA,NA,645509
"62523","HDTRYLNUVZCQOY-LIZSDCNHSA-N","RP014902","Trehalose","343.1235",342.116211546,"HMDB0000975","DTXSID3048102",NA,"FDB031220","Trehalose",16551
"62525","HDTRYLNUVZCQOY-LIZSDCNHSA-N","VF-NPL-QEHF000276","Trehalose","365.105407714844",342.116211546,"HMDB0000975","DTXSID3048102",NA,"FDB031220","Trehalose",16551
"62530","HDTRYLNUVZCQOY-LIZSDCNHSA-N","VF-NPL-QEHF000269","Trehalose","360.149993896484",342.116211546,"HMDB0000975","DTXSID3048102",NA,"FDB031220","Trehalose",16551
"62575","HDTRYLNUVZCQOY-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT102020","alpha-D-Glucopyranosyl-alpha-D-glucopyranoside dihydrate","343.12401",342.116211546,NA,NA,NA,"FDB001114",NA,NA
"62576","HDVAWXXJVMJBAR-VHSXEESVSA-N","MSBNK-NaToxAq-NA000239","Lupinine","170.1539",169.146664,NA,"DTXSID00197565",NA,NA,"Lupinine",28012
"62577","HDVAWXXJVMJBAR-VHSXEESVSA-N","OCC1CCCN2CCCCC21","Lupinine","208.109817504883",169.146664,NA,"DTXSID00197565",NA,NA,"Lupinine",28012
"62580","HDVAWXXJVMJBAR-VHSXEESVSA-N","VF-NPL-QEHF025273","Lupinine","192.135879516602",169.146664,NA,"DTXSID00197565",NA,NA,"Lupinine",28012
"62591","HDVAWXXJVMJBAR-VHSXEESVSA-N","OCC1CCCN2CCCCC21","Lupinine","187.180480957031",169.146664,NA,"DTXSID00197565",NA,NA,"Lupinine",28012
"62683","HDYANYHVCAPMJV-LXQIFKJMSA-N","MoNA024120","URIDINE DIPHOSPHATE GLUCURONIC ACID","581.04158",580.034284934,"HMDB0000935",NA,NA,"FDB031240","UDP-glucuronic acid",17200
"62687","HDYANYHVCAPMJV-LXQIFKJMSA-N","EMBL-MCF_spec125029","URIDINE 5&#39;-DIPHOSPHOGLUCURONIC ACID","598.066579370949",580.034284934,"HMDB0000935",NA,NA,"FDB031240","UDP-glucuronic acid",17200
"62688","HDYANYHVCAPMJV-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS037104","Uridine-diphosphate-glucuronic acid","581.35",580.034285872,"HMDB0260120",NA,NA,NA,NA,NA
"62692","HEBKCHPVOIAQTA-IMJSIDKUSA-N","MoNA031925","ARABITOL","153.0757495",152.068473494,"HMDB0001851",NA,NA,"FDB022709","L-Arabitol",18403
"62700","HEBKCHPVOIAQTA-NGQZWQHPSA-N","MoNA023844","XYLITOL","153.07577",152.068473494,"HMDB0242149",NA,NA,NA,NA,NA
"62706","HEBKCHPVOIAQTA-QWWZWVQMSA-N","OCC(O)C(O)C(O)CO","ARABITOL(D)","191.031600952148",152.068473494,"HMDB0000568","DTXSID4045979",NA,NA,"Arabitol",18333
"62714","HEBKCHPVOIAQTA-QWWZWVQMSA-N","OCC(O)C(O)C(O)CO","ARABITOL(D)","175.057693481445",152.068473494,"HMDB0000568","DTXSID4045979",NA,NA,"Arabitol",18333
"62736","HEBKCHPVOIAQTA-UHFFFAOYSA-N","VF-NPL-QEHF003360","ADONITOL","170.102294921875",152.068473494,NA,NA,NA,"FDB001475",NA,NA
"62737","HEBKCHPVOIAQTA-UHFFFAOYSA-N","MoNA033263","ARABITOL","153.0757495",152.068473494,NA,NA,NA,"FDB001475",NA,NA
"62741","HEBKCHPVOIAQTA-UHFFFAOYSA-N","MoNA035880","ARABITOL","175.0576835",152.068473494,NA,NA,NA,"FDB001475",NA,NA
"62747","HEBKCHPVOIAQTA-UHFFFAOYSA-N","VF-NPL-QEHF003357","ADONITOL","191.031631469727",152.068473494,NA,NA,NA,"FDB001475",NA,NA
"62759","HEBKCHPVOIAQTA-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS053402","D-(+)-Arabitol","152.14",152.068473494,NA,NA,NA,"FDB001475",NA,NA
"62781","HEBKCHPVOIAQTA-ZXFHETKHSA-N","KNA00453","Ribitol","153.08",152.068473494,"HMDB0000508",NA,NA,"FDB022083","Ribitol",15963
"62782","HEBKCHPVOIAQTA-ZXFHETKHSA-N","MSBNK-NAIST-KNA00220","Ribitol","175.06",152.068473494,"HMDB0000508",NA,NA,"FDB022083","Ribitol",15963
"62783","HEBKCHPVOIAQTA-ZXFHETKHSA-N","MSBNK-NAIST-KNA00452","Ribitol","135.07",152.068473494,"HMDB0000508",NA,NA,"FDB022083","Ribitol",15963
"62790","HEBKCHPVOIAQTA-ZXFHETKHSA-N","KNA00454","Ribitol","176.1",152.068473494,"HMDB0000508",NA,NA,"FDB022083","Ribitol",15963
"62807","HEFIYUQVAZFDEE-MKTPKCENSA-N","MSBNK-AAFC-AC000352","Ergocristine","610.3018",NA,NA,NA,NA,NA,NA,4821
"62809","HEFIYUQVAZFDEE-MKTPKCENSA-N","PM013301","Ergocrystine","592.1",NA,NA,NA,NA,NA,NA,4821
