"","inchikey","id","name","precursormz","CHEBI_ID"
"5361","DCXYFEDJOCDNAF-REOHCLBHSA-N","KNA00737","L-Asparagine","114.02",58048
"5363","DCXYFEDJOCDNAF-REOHCLBHSA-N","MoNA017779","Asparagine; LC-tDDA; CE20","131.04621887207",58048
"5369","DCXYFEDJOCDNAF-REOHCLBHSA-N","MSBNK-NAIST-KNA00486","L-Asparagine","263.10",58048
"5373","DCXYFEDJOCDNAF-REOHCLBHSA-N","KNA00738","L-Asparagine","131.05",58048
"5381","DCXYFEDJOCDNAF-REOHCLBHSA-N","MSBNK-NAIST-KNA00485","L-Asparagine","132.03",58048
"5385","DCXYFEDJOCDNAF-REOHCLBHSA-N","FiehnHILIC001081","Asparagine","131.045",58048
"5397","DCXYFEDJOCDNAF-REOHCLBHSA-N","EMBL-MCF_spec379930","L-ASPARAGINE","113.03431573724",58048
"5431","DCXYFEDJOCDNAF-REOHCLBHSA-N","FiehnHILIC002606","Asparagine","131.0467",58048
"5451","DCXYFEDJOCDNAF-UHFFFAOYSA-N","CCMSLIB00000578143","L-ASPARAGINE","131.046",22653
"5456","DCYOADKBABEMIQ-OWMUPTOHSA-N","CCMSLIB00004684244","Myricitrin","463.088",70082
"5470","DCYOADKBABEMIQ-OWMUPTOHSA-N","C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O","Myricitrin; LC-ESI-QTOF; MS2; CE","927.183676",70082
"5477","DCYOADKBABEMIQ-OWMUPTOHSA-N","O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4","myricitrin","463.09708404541",70082
"5522","DCZFGQYXRKMVFG-UHFFFAOYSA-N","O=C1CCC(=O)CC1","1,4-Cyclohexanedione","111.045196533203",28286
"5528","DDBREPKUVSBGFI-UHFFFAOYSA-N","MSBNK-Eawag-EQ362454","Phenobarbital","231.0775",8069
"5546","DDCYKEYDTGCKAS-SKSHMZPZSA-N","IA000139","10-HDoHE","343.2279",72640
"5561","DDELFAUOHDSZJL-CPGGTDLHSA-N","PR100960","Kaempferol-3-Glucoside-2''-Rhamnoside-7-Rhamnoside","739.20855",68879
"5573","DDKGKOOLFLYZDL-UHFFFAOYSA-N","MetaboBASE0738","3',4',7-Trihydroxyisoflavone","269.0451",50399
"5575","DDKGKOOLFLYZDL-UHFFFAOYSA-N","MSBNK-BS-BS003735","3',4',7-Trihydroxyisoflavone","269.0458",50399
"5579","DDKGKOOLFLYZDL-UHFFFAOYSA-N","PM002101","3'-Hydroxydaidzein","269",50399
"5588","DDRJAANPRJIHGJ-UHFFFAOYSA-N","MoNA037953","CREATININE","112.0516359",16737
"5593","DDRJAANPRJIHGJ-UHFFFAOYSA-N","FiehnHILIC001132","Creatinine","112.0504",16737
"5598","DDRJAANPRJIHGJ-UHFFFAOYSA-N","KO000424","Creatinine","112",16737
"5622","DDRJAANPRJIHGJ-UHFFFAOYSA-N","CCMSLIB00000578153","CREATININE","112.051",16737
"5624","DDRJAANPRJIHGJ-UHFFFAOYSA-N","FiehnHILIC002651","Creatinine","112.0528",16737
"5632","DDUHZTYCFQRHIY-RBHXEPJQSA-N","O=C1C=C(OC)C2(OC=3C(Cl)=C(OC)C=C(OC)C3C2=O)C(C)C1","Griseofulvin","351.220180511475",27779
"5633","DDUHZTYCFQRHIY-RBHXEPJQSA-N","VF-NPL-QEHF001068","Griseofulvin","351.0640869140625",27779
"5642","DEFJQIDDEAULHB-IMJSIDKUSA-N","ML004651","L-alanyl-L-alanine","159.0775",72816
"5644","DEFJQIDDEAULHB-QWWZWVQMSA-N","FiehnHILIC001050","Ala-Ala","159.0765",16576
"5648","DEFJQIDDEAULHB-QWWZWVQMSA-N","C[C@@H](N)C(=O)N[C@H](C)C(O)=O","D-Ala-D-ala","159.0775158",16576
"5650","DEMKZLAVQYISIA-ZRWXNEIDSA-N","TY000140","Liquiritin","417.1186",80845
"5651","DEMKZLAVQYISIA-ZRWXNEIDSA-N","PM019103","Liquiritin","417",80845
"5657","DFPAKSUCGFBDDF-UHFFFAOYSA-N","MoNA035776","NICOTINAMIDE","121.0407368",17154
"5668","DFPMSGMNTNDNHN-ZPHOTFPESA-N","FiehnHILIC002874","Naringin","579.1711",28819
"5669","DFPMSGMNTNDNHN-ZPHOTFPESA-N","O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C=C2OC(C5=CC=C(O)C=C5)C1","naringin","579.171936035156",28819
"5671","DFPMSGMNTNDNHN-ZPHOTFPESA-N","FiehnHILIC001390","Naringin","579.1727",28819
"5676","DFPMSGMNTNDNHN-ZPHOTFPESA-N","MSBNK-BS-BS003382","Naringin","579.1739",28819
"5677","DFPMSGMNTNDNHN-ZPHOTFPESA-N","VF-NPL-LTQ003660","naringin","579.2434509277343",28819
"5678","DFPMSGMNTNDNHN-ZPHOTFPESA-N","PM000416","Naringenin-7-O-neohesperidoside","579",28819
"5680","DFPMSGMNTNDNHN-ZPHOTFPESA-N","MSBNK-BS-BS003383","Naringin","579.1754",28819
"5719","DGABKXLVXPYZII-PLYQRAMGSA-N","MSBNK-BGC_Munich-RP030012","Murocholic acid","391.2854",52030
"5729","DGABKXLVXPYZII-SIBKNCMHSA-N","MSBNK-Metabolon-MT000122","Hyodeoxycholic acid","391.4",52023
"5738","DGQLVPJVXFOQEV-JNVSTXMASA-N","MSBNK-LCSB-LU136552","Carminic acid","491.0831",78310
"5750","DHCLVCXQIBBOPH-UHFFFAOYSA-N","PT207830","L-Glycerol-2-phosphate Disodium Salt n-Hydrate","171.00587",17270
"5751","DHCLVCXQIBBOPH-UHFFFAOYSA-N","EMBL-MCF_spec281474","GLYCEROL 2-PHOSPHATE","171.005317913414",17270
"5759","DHCLVCXQIBBOPH-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS078307","Glycerophosphate","171.08",17270
"5765","DHMQDGOQFOQNFH-UHFFFAOYSA-N","RP000111","Glycine","74.0248",57305
"5769","DHMQDGOQFOQNFH-UHFFFAOYSA-N","KO000829","Gly","74",57305
"5773","DHMQDGOQFOQNFH-UHFFFAOYSA-N","EMBL-MCF_spec374340","Glycine","74.023330688477",57305
"5787","DHMQDGOQFOQNFH-UHFFFAOYSA-N","O=C(O)CN","GLYCINE","74.0242",57305
"5807","DHSUYTOATWAVLW-WFVMDLQDSA-N","FiehnHILIC001119","Cilastatin","357.1491",3697
"5812","DHSUYTOATWAVLW-WFVMDLQDSA-N","FiehnHILIC002642","Cilastatin","357.1437",3697
"5846","DIVLBIVDYADZPL-UHFFFAOYSA-N","FiehnHILIC001105","Carboxyibuprofen","235.0974",133199
"5847","DIVLBIVDYADZPL-UHFFFAOYSA-N","FiehnHILIC002628","Carboxyibuprofen","235.0982",133199
"5848","DIVQKHQLANKJQO-UHFFFAOYSA-N","CCMSLIB00000578333","3-METHOXYTYRAMINE","166.087",1582
"5851","DJBNUMBKLMJRSA-UHFFFAOYSA-N","AU227610","Flecainide","413.1305",75984
"5873","DJDSLBVSSOQSLW-UHFFFAOYSA-N","MSBNK-Antwerp_Univ-AN114427","Mono(2-ethylhexyl) phthalate","277.1445",17243
"5891","DJJCXFVJDGTHFX-XVFCMESISA-N","O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=CC(O)=NC1=O","Uridine 5'-monophosphate","323.0285905",16695
"5893","DJJCXFVJDGTHFX-XVFCMESISA-N","PR100623","Uridine 5'-monophosphate","323.02807",16695
"5902","DJJCXFVJDGTHFX-XVFCMESISA-N","EMBL-MCF_spec394640","URIDINE-5-MONOPHOSPHATE","305.022544593854",16695
"5909","DJJCXFVJDGTHFX-XVFCMESISA-N","EMBL-MCF_spec394643","URIDINE-5-MONOPHOSPHATE","305.022424773348",16695
"5918","DJKGDNKYTKCJKD-UHFFFAOYSA-N","MSBNK-LCSB-LU024754","Chlorendic acid","384.8168",76603
"5928","DJOJDHGQRNZXQQ-AWEZNQCLSA-N","COC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC=C(O)C=C1","Scutellarein-7-glucuronide","285.0768476",28927
"5930","DJOJDHGQRNZXQQ-AWEZNQCLSA-N","MetaboBASE0568","Scutellarein-7-glucuronide","461",28927
"5934","DJOJDHGQRNZXQQ-AWEZNQCLSA-N","MetaboBASE0571","Scutellarein-7-glucuronide","461.0715",28927
"5941","DJSISFGPUUYILV-ZFORQUDYSA-N","MSBNK-BS-BS003570","Scutellarein-7-glucuronide","461.0715",61278
"5942","DJSISFGPUUYILV-ZFORQUDYSA-N","MSBNK-BS-BS003566","Scutellarein-7-glucuronide","461",61278
"5949","DKEXFJVMVGETOO-LURJTMIESA-N","KO000925","Gly-Leu","187",143163
"5953","DKEXFJVMVGETOO-LURJTMIESA-N","FiehnHILIC002737","Gly-Leu","187.1095",143163
"5955","DKEXFJVMVGETOO-LURJTMIESA-N","FiehnHILIC001235","Gly-Leu","187.1078",143163
"5973","DKHGMERMDICWDU-GHDNBGIDSA-N","O=C1C=2C=CC=CC2C(=O)C(=C1C)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C","Menaquinone-4","443.295532226562",78277
"6003","DKYWVDODHFEZIM-UHFFFAOYSA-N","UF408653","Ketoprofen","253.087",6128
"6029","DKZBBWMURDFHNE-NSCUHMNNSA-N","PT200060","4-Hydroxy-3-methoxycinnamaldehyde","177.05519",16547
"6030","DKZBBWMURDFHNE-NSCUHMNNSA-N","FiehnHILIC002649","Coniferylaldehyde","177.0556",16547
"6032","DKZBBWMURDFHNE-NSCUHMNNSA-N","PM015305","Coniferyl aldehyde","177",16547
"6040","DLDJFQGPPSQZKI-UHFFFAOYSA-N","FiehnHILIC000876","1,4-Butynediol","85.02828",16413
"6041","DLDJFQGPPSQZKI-UHFFFAOYSA-N","OCC#CCO","1,4-Butynediol","85.02950298083",16413
"6042","DLIKSSGEMUFQOK-SFTVRKLSSA-N","PM000414","Prunin","433",28327
"6043","DLIKSSGEMUFQOK-SFTVRKLSSA-N","O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2OC(C4=CC=C(O)C=C4)C1","Prunin","433.114",28327
"6045","DLIKSSGEMUFQOK-SFTVRKLSSA-N","MetaboBASE0370","Naringenin-7-O-glucoside","433.1",28327
"6051","DLIKSSGEMUFQOK-SFTVRKLSSA-N","MSBNK-Univ_Toyama-TY000162","Prunin","433.111600",28327
"6059","DLIKSSGEMUFQOK-SFTVRKLSSA-N","VF-NPL-LTQ000204","Prunin","469.1023385184152",28327
"6060","DLIKSSGEMUFQOK-SFTVRKLSSA-N","MSBNK-RIKEN-PR100671","naringenin-7-O-glucoside","433.11349",28327
"6076","DLIKSSGEMUFQOK-SFTVRKLSSA-N","OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O","Prunin; LC-ESI-QTOF; MS2; CE","435.121845",28327
"6094","DLRVVLDZNNYCBX-ABXHMFFYSA-N","MoNA033762","MELIBIOSE","341.1089355",28053
"6103","DLRVVLDZNNYCBX-ABXHMFFYSA-N","VF-NPL-QTOF008435","Melibiose","377.0837",28053
"6108","DLRVVLDZNNYCBX-ABXHMFFYSA-N","OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O","Melibiose","682.970199584961",28053
"6121","DLRVVLDZNNYCBX-LIZSDCNHSA-N","MSBNK-BGC_Munich-RP023212","Gentiobiose","341.1089",71422
"6126","DLRVVLDZNNYCBX-RTPHMHGBSA-N","FiehnHILIC001273","Isomaltose","341.1093",28189
"6127","DLRVVLDZNNYCBX-RTPHMHGBSA-N","FiehnHILIC002775","Isomaltose","341.1056",28189
"6129","DLRVVLDZNNYCBX-ZZFZYMBESA-N","OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O","Melibiose","341.108917236328",61827
"6132","DLRVVLDZNNYCBX-ZZFZYMBESA-N","FiehnHILIC002818","Melibiose","341.1098",61827
"6136","DMCPFOBLJMLSNX-UHFFFAOYSA-N","KO001210","3-Indoleacetonitrile","155",17566
"6139","DMCPFOBLJMLSNX-UHFFFAOYSA-N","MoNA035244","3-INDOLEACETONITRILE","155.0614723",17566
"6153","DMSMPAJRVJJAGA-UHFFFAOYSA-N","MSBNK-Eawag-EA030159","Benzisothiazolone (BIT)","150.0019",167099
"6169","DNDNWOWHUWNBCK-JZYAIQKZSA-N","PM015115","3-Indolylmethyl glucosinolate","447",29028
"6173","DNDNWOWHUWNBCK-JZYAIQKZSA-N","FiehnHILIC002719","Glucobrassicin","447.0523",29028
"6176","DNUAYCRATWAJQE-UHFFFAOYSA-N","LU018555","Flufenpyr-ethyl","407.0427",132056
"6188","DNXHEGUUPJUMQT-CBZIJGRNSA-N","AU239159","Estrone","269.1547",17263
"6189","DNXHEGUUPJUMQT-CBZIJGRNSA-N","FiehnHILIC001179","Estrone","269.1536",17263
"6193","DNXHEGUUPJUMQT-CBZIJGRNSA-N","O=C1CCC2C3CCC4=CC(O)=CC=C4C3CCC12C","Estrone","268.918949672154",17263
"6202","DNXHEGUUPJUMQT-CBZIJGRNSA-N","VF-NPL-LTQ006379","ESTRIOL","269.2440355088976",17263
"6214","DNXHEGUUPJUMQT-CBZIJGRNSA-N","FiehnHILIC002688","Estrone","269.1529",17263
"6228","DOIRQSBPFJWKBE-UHFFFAOYSA-N","EQ367059","Di-n-butyl phthalate","277.1445",34687
"6246","DOULWWSSZVEPIN-UHFFFAOYSA-N","MSBNK-Eawag-EA030451","Isoproturon-monodemethyl","191.119",83468
"6270","DOUMFZQKYFQNTF-GIZXNFQBSA-N","PT204520","rosmarinic acid","359.07671",50372
"6276","DOUMFZQKYFQNTF-WUTVXBCWSA-N","VF-NPL-QTOF009533","rosmarinic acid","359.0773",50371
"6277","DOUMFZQKYFQNTF-WUTVXBCWSA-N","O=C(OC(C(=O)O)CC1=CC=C(O)C(O)=C1)C=CC2=CC=C(O)C(O)=C2","rosmarinic acid","359.141778945923",50371
"6279","DOUMFZQKYFQNTF-WUTVXBCWSA-N","OC(=O)[C@@H](CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(O)C=C1","Rosmarinic acid; LC-ESI-QTOF; MS2; CE","719.161759",50371
"6282","DOUMFZQKYFQNTF-WUTVXBCWSA-N","PM000331","Rosmarinic acid","359",50371
"6310","DOUMFZQKYFQNTF-ZZXKWVIFSA-N","VF-NPL-QEHF003159","ROSMARINIC ACID","359.0772094726562",17226
"6315","DOUMFZQKYFQNTF-ZZXKWVIFSA-N","VF-NPL-LTQ006251","ROSMARINIC ACID","359.11653926454744",17226
"6320","DOUMFZQKYFQNTF-ZZXKWVIFSA-N","O=C(OC(C(=O)O)CC1=CC=C(O)C(O)=C1)C=CC2=CC=C(O)C(O)=C2","Rosmarinic acid","359.1",17226
"6321","DPNGWXJMIILTBS-UHFFFAOYSA-N","N=1C=CC=C(C1)C2=NCCC2","MYOSMINE","145.077117919922",7051
"6327","DPRXQVIZBLENFV-NPQRSGSQSA-N","CCMSLIB00005720989","(2-aminoethoxy)[2-[docosa-4.7.10.13.16-pentaenoyloxy]-3-(octadecanoyloxy)propoxy]phosphinic acid","792.553",131665
"6328","DPUOLQHDNGRHBS-KTKRTIGZSA-N","EMBL-MCF_spec347848","ERUCIC ACID","337.310049321218",28792
"6329","DQQCCKFZJNINST-VCPZKGNQSA-N","CCMSLIB00000849265","NCGC00380614-01_C24H23N5O4_2H-Pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione, 1-methyl-4-[[(2S,9S,9aS)-2,3,9,9a-tetrahydro-9-hydroxy-2-methyl-3-oxo-1H-imidazo[1,2-a]indol-9-yl]methyl]-, (1S,4R)-","490.173",64546
"6330","DQQCCKFZJNINST-VCPZKGNQSA-N","O=C1C=2C=CC=CC2N=C3N1C(C(O)=NC3C)CC4(O)C=5C=CC=CC5N6C(=O)C(NC64)C","NCGC00380614-01_C24H23N5O4_2H-Pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione, 1-methyl-4-[[(2S,9S,9aS)-2,3,9,9a-tetrahydro-9-hydroxy-2-methyl-3-oxo-1H-imidazo[1,2-a]indol-9-yl]methyl]-, (1S,4R)-","444.168",64546
"6333","DQQDLYVHOTZLOR-OCIMBMBZSA-N","MSBNK-RIKEN-PR100711","UDP-xylose","535.03666",16082
"6336","DQTMTQZSOJMZSF-UHFFFAOYSA-N","CCMSLIB00000845518","NCGC00386000-01!3-pentadecylbenzene-1,2-diol","365.27",59111
"6338","DQWIIKBKAIPUPY-UHFFFAOYSA-N","EA024553","N4-Acetylsulfadimethoxine","351.0769",83456
"6373","DRBBFCLWYRJSJZ-UHFFFAOYSA-N","EMBL-MCF_spec52920","PHOSPHOCREATINE","210.027948614994",17287
"6375","DRBBFCLWYRJSJZ-UHFFFAOYSA-N","MoNA024034","PHOSPHOCREATINE","210.02851",17287
"6376","DRDCJEIZVLVWNC-SLBWPEPYSA-N","PR100710","UDP-beta-L-rhamnose","549.0523",84725
"6377","DRDCJEIZVLVWNC-SLBWPEPYSA-N","C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(O)=NC2=O)[C@H](O)[C@H](O)[C@H]1O","UDP-beta-L-rhamnose; LC-ESI-QTOF; MS2; CE","549.052829",84725
"6379","DRIVXEVMDWCWLI-CAQMIEAISA-N","CCMSLIB00005720962","(2-aminoethoxy)[3-(hexadecanoyloxy)-2-[icosa-5.8.11.14-tetraenoyloxy]propoxy]phosphinic acid","738.506",73009
"6381","DRLFMBDRBRZALE-UHFFFAOYSA-N","MSBNK-Washington_State_Univ-BML00738","Melatonin","231.1139",16796
"6390","DRLFMBDRBRZALE-UHFFFAOYSA-N","OC(=NCCC1=CNC=2C=CC(OC)=CC21)C","Melatonin","231.122066345215",16796
"6395","DRLFMBDRBRZALE-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO001408","Melatonin","231",16796
"6402","DRLFMBDRBRZALE-UHFFFAOYSA-N","CCMSLIB00000578306","MELATONIN","231.113",16796
"6435","DRRWBCNQOKKKOL-UHFFFAOYSA-N","COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(O)C(OC)=C(O)C=C2O1","Eupatilin","343.0823269",4932
"6437","DRRWBCNQOKKKOL-UHFFFAOYSA-N","MSBNK-BS-BS003605","Eupatilin","343.0839",4932
"6438","DRRWBCNQOKKKOL-UHFFFAOYSA-N","MetaboBASE0604","Eupatilin","343.08",4932
"6452","DRTQHJPVMGBUCF-XVFCMESISA-N","MoNA024328","URIDINE","243.06224",16704
"6457","DRTQHJPVMGBUCF-XVFCMESISA-N","KNA00517","Uridine","243.06",16704
"6463","DRTQHJPVMGBUCF-XVFCMESISA-N","MSBNK-Metabolon-MT000120","Uridine","243.1",16704
"6473","DRTQHJPVMGBUCF-XVFCMESISA-N","FiehnHILIC003041","Uridine","243.0636",16704
"6479","DRTQHJPVMGBUCF-XVFCMESISA-N","MSBNK-NAIST-KNA00516","Uridine","134.05",16704
"6481","DRTQHJPVMGBUCF-XVFCMESISA-N","KNA00518","Uridine","306.08",16704
"6489","DRTQHJPVMGBUCF-XVFCMESISA-N","MSBNK-NAIST-KNA00679","Uridine","281.04",16704
"6497","DRTQHJPVMGBUCF-XVFCMESISA-N","MSBNK-NAIST-KNA00678","Uridine","279.04",16704
"6499","DSLZVSRJTYRBFB-DUHBMQHGSA-N","PT210440","mucic acid","209.02977",30852
"6500","DSLZVSRJTYRBFB-DUHBMQHGSA-N","VF-NPL-LTQ006638","MUCIC ACID","409.1050742169936",30852
"6503","DSLZVSRJTYRBFB-DUHBMQHGSA-N","KO001430","Mucate","209",30852
"6530","DSLZVSRJTYRBFB-LLEIAEIESA-N","MoNA034216","SACCHARIC ACID","209.0302913",16002
"6531","DSLZVSRJTYRBFB-LLEIAEIESA-N","KO001820","Saccharate","209",16002
"6550","DSNRWDQKZIEDDB-CLFAGFIQSA-N","LQB00262","PG 36:2","773.5358",60426
"6558","DSRNRYQBBJQVCW-UHFFFAOYSA-N","EQ320455","Metoxuron","227.0593",6907
"6576","DTBNBXWJWCWCIK-UHFFFAOYSA-K","CCMSLIB00005721031","Phosphoenol pyruvate(PEP)","166.975",58702
"6577","DTBNBXWJWCWCIK-UHFFFAOYSA-N","KO001572","Phosphoenolpyruvate","167",44897
"6579","DTBNBXWJWCWCIK-UHFFFAOYSA-N","MoNA024102","PHOSPHOENOLPYRUVATE","166.97507000000002",44897
"6582","DTBNBXWJWCWCIK-UHFFFAOYSA-N","EMBL-MCF_spec49099","PHOSPHO(ENOL)PYRUVIC ACID","166.974098281704",44897
"6588","DTBNBXWJWCWCIK-UHFFFAOYSA-N","KNA00745","Phosphoenolpyruvate","166.98",44897
"6599","DTBNBXWJWCWCIK-UHFFFAOYSA-N","KNA00747","Phosphoenolpyruvate","289.03",44897
"6606","DTBNBXWJWCWCIK-UHFFFAOYSA-N","KNA00746","Phosphoenolpyruvate","275.02",44897
"6613","DTERQYGMUDWYAZ-ZETCQYMHSA-N","MSBNK-Keio_Univ-KO000266","Ne-Acetyllysine","187",17752
"6615","DTERQYGMUDWYAZ-ZETCQYMHSA-N","FiehnHILIC001367","N-epsilon-Acetyllysine","187.1078",17752
"6623","DTERQYGMUDWYAZ-ZETCQYMHSA-N","MoNA017737","N6-Acetyl-lysine; LC-tDDA; CE10","187.108810424805",17752
"6645","DTFQMPQJMDEWKJ-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000732","3-Ethoxybenzoate","165",27990
"6655","DTFXGVGIKNSCQQ-UHFFFAOYSA-N","O=C1C(O)=C(OC2=CC(O)=C(C(O)=C12)C)C=3C=CC(O)=C(O)C3","Pinoquercetin","315.051",8224
"6661","DTFXGVGIKNSCQQ-UHFFFAOYSA-N","VF-NPL-LTQ003843","Pinoquercetin","315.11607551574707",8224
"6671","DTOSIQBPPRVQHS-PDBXOOCHSA-N","EMBL-MCF_spec346901","Linolenic acid","277.216367174812",27432
"6672","DTOSIQBPPRVQHS-PDBXOOCHSA-N","RP030412","alpha-linolenic acid","277.2173",27432
"6674","DTOSIQBPPRVQHS-PDBXOOCHSA-N","MSBNK-BS-BS001072","a-Linolenic acid (NMR)","277.2187",27432
"6679","DTOSIQBPPRVQHS-PDBXOOCHSA-N","MetaboBASE1098","a-Linolenic acid","277.218",27432
"6684","DTOSIQBPPRVQHS-PDBXOOCHSA-N","MSBNK-Metabolon-MT000072","Linolenic acid (omega-3-or-omega-6)","277.3",27432
"6688","DTOSIQBPPRVQHS-PDBXOOCHSA-N","O=C(O)CCCCCCCC=CCC=CCC=CCC","Linolenic acid","277.24",27432
"6693","DTQVDTLACAAQTR-UHFFFAOYSA-N","MSBNK-Eawag-EQ410856","Trifluoroacetic acid","112.9856",45892
"6703","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","PM011342","Quercetin glucuronide","478.0747",66395
"6704","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","VF-NPL-QTOF009454","quercetin 3-O-glucuronide","477.0675",66395
"6705","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","O[C@@H]1[C@@H](O)[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O","Quercetin-3-Glucuronide; LC-ESI-QTOF; MS2; CE","477.067464",66395
"6708","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","PM006204","Quercetin 3-O-glucuronide","477",66395
"6714","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","PM011205","Quercetin 3-beta-D-glucuropyranoside","477.1",66395
"6726","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","MSBNK-MSSJ-MSJ00038","Quercetin 3-O-glucuronide","301.0354",66395
"6728","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","O=C(O)C1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=C(O)C4)C(O)C(O)C1O","quercetin 3-O-glucuronide","477.068509309188",66395
"6739","DUBPGEJGGVZKDD-PFKOEMKTSA-N","MSBNK-MSSJ-MSJ02001","Acetylglycitin","487.12459",133348
"6746","DUEPRVBVGDRKAG-UHFFFAOYSA-N","LU077954","Carbofuran","220.0979",34611
"6752","DUSHUSLJJMDGTE-ZJPMUUANSA-N","AU239658","Cyproterone","373.1576",50742
"6756","DUUGKQCEGZLZNO-UHFFFAOYSA-N","KO001068","5-Hydroxy-3-indoleaceacetate","190",27823
"6757","DUUGKQCEGZLZNO-UHFFFAOYSA-N","MoNA035729","5-HYDROXYINDOLE-3-ACETIC ACID","190.0509672",27823
"6759","DUUGKQCEGZLZNO-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS096807","5-Hydroxyindole-3-acetate","190.18",27823
"6765","DUUGKQCEGZLZNO-UHFFFAOYSA-N","EMBL-MCF_spec88404","5-HYDROXYINDOLEACETATE","190.050096109259",27823
"6787","DUUGKQCEGZLZNO-UHFFFAOYSA-N","FiehnHILIC002548","5-Hydroxyindole-3-acetic acid","190.0521",27823
"6789","DUXQKCCELUKXOE-CBBZIXHGSA-N","VF-NPL-QTOF009252","Pectolinarin","621.1809",156327
"6791","DUXQKCCELUKXOE-CBBZIXHGSA-N","VF-NPL-QEHF014549","Pectolinarin","621.1824951171875",156327
"6801","DUYAAUVXQSMXQP-UHFFFAOYSA-N","MoNA038443","THIOACETIC ACID","74.99100975",46800
"6803","DVCCCQNKIYNAKB-UHFFFAOYSA-N","UA000604","MeIQX","212.0942",76604
"6806","DVGGLGXQSFURLP-VWMSDXGPSA-N","MSBNK-RIKEN-PR100818","Tiliroside","593.12953",80944
"6810","DVGGLGXQSFURLP-VWMSDXGPSA-N","MSBNK-BS-BS003231","Tiliroside","593.1353",80944
"6821","DVGGLGXQSFURLP-VWMSDXGPSA-N","MetaboBASE0233","Tiliroside","593.1",80944
"6860","DVNYTAVYBRSTGK-UHFFFAOYSA-N","N=C(O)C=1N=CNC1N","5-Aminoimidazole-4-carboxamide","125.04688437683",2030
"6861","DVNYTAVYBRSTGK-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000213","5-Amino-4-imidazolecarboxamide","125",2030
"6868","DVNYTAVYBRSTGK-UHFFFAOYSA-N","FiehnHILIC001011","5-Aminoimidazole-4-carboxamide","125.0457",2030
"6872","DVNYTAVYBRSTGK-UHFFFAOYSA-N","FiehnHILIC002546","5-Aminoimidazole-4-carboxamide","125.0483",2030
"6874","DWRXFEITVBNRMK-JXOAFFINSA-N","MoNA035224","5-METHYLURIDINE","257.0779102",45996
"6886","DWZAJFZEYZIHPO-UHFFFAOYSA-N","VF-NPL-QEHF014234","santin","343.0823364257812",9024
"6893","DWZAJFZEYZIHPO-UHFFFAOYSA-N","O=C1C(OC)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(OC)=CC3","santin","343.109650307513",9024
"6894","DWZAJFZEYZIHPO-UHFFFAOYSA-N","O=C1C(OC)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(OC)=CC3","5,7-dihydroxy-3,6-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one","343.081",9024
"6903","DXDRHHKMWQZJHT-FPYGCLRLSA-N","VF-NPL-QEHF010740","isoliquiritigenin","255.0662841796875",310312
"6904","DXDRHHKMWQZJHT-FPYGCLRLSA-N","MSBNK-BS-BS003260","Isoliquiritigenin","255.0668",310312
