"","inchikey","id","name","precursormz","CHEBI_ID"
"25938","DRTQHJPVMGBUCF-XVFCMESISA-N","O=C1N=C(O)C=CN1C2OC(CO)C(O)C2O","Uridine","245.09",16704
"25986","DRTQHJPVMGBUCF-XVFCMESISA-N","MSBNK-NAIST-KNA00282","Uridine","171.15",16704
"26008","DSBIJCMXAIKKKI-UHFFFAOYSA-N","MSBNK-RIKEN-PR310800","Amino-nitro-toluene","153.067",66891
"26011","DSKJPMWIHSOYEA-UHFFFAOYSA-N","MSBNK-LCSB-LU035501","Bupirimate","317.1642",81952
"26041","DSLZVSRJTYRBFB-DUHBMQHGSA-N","VF-NPL-QEHF011370","MUCIC ACID","228.071395874023",30852
"26042","DSLZVSRJTYRBFB-DUHBMQHGSA-N","O=C(O)C(O)C(O)C(O)C(O)C(=O)O","MUCIC ACID","233.026779174805",30852
"26043","DSLZVSRJTYRBFB-DUHBMQHGSA-N","O=C(O)C(O)C(O)C(O)C(O)C(=O)O","MUCIC ACID","249.000717163086",30852
"26055","DSLZVSRJTYRBFB-DUHBMQHGSA-N","O=C(O)C(O)C(O)C(O)C(O)C(=O)O","MUCIC ACID","211.044845581055",30852
"26065","DSLZVSRJTYRBFB-LLEIAEIESA-N","CCMSLIB00000578030","D-SACCHARIC ACID","211.05",16002
"26068","DSRNRYQBBJQVCW-UHFFFAOYSA-N","MSBNK-Eawag-EQ320401","Metoxuron","229.0738",6907
"26087","DSSYKIVIOFKYAU-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU504305","(+/-)-Camphor","153.1274",36773
"26097","DTBNBXWJWCWCIK-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO003680","Phosphoenolpyruvate","169",44897
"26105","DTBNBXWJWCWCIK-UHFFFAOYSA-N","MSBNK-NAIST-KNA00134","Phosphoenolpyruvate","168.99",44897
"26114","DTBNBXWJWCWCIK-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS062101","Phosphoenolpyruvic Acid Trisodium Salt monohydrate","169.09",44897
"26124","DTDSAWVUFPGDMX-UHFFFAOYSA-N","O=C1OC2(C(OC(=O)C(C)(C)CC)=C1C=3C=CC(Cl)=CC3Cl)CCCCC2","Pesticide7_Spirodiclofen_C21H24Cl2O4_Butanoic acid, 2,2-dimethyl-, 3-(2,4-dichlorophenyl)-2-oxo-1-oxaspiro[4.5]dec-3-en-4-yl ester","411.112",38639
"26126","DTDSAWVUFPGDMX-UHFFFAOYSA-N","O=C1OC2(C(OC(=O)C(C)(C)CC)=C1C=3C=CC(Cl)=CC3Cl)CCCCC2","Pesticide7_Spirodiclofen_C21H24Cl2O4_Butanoic acid, 2,2-dimethyl-, 3-(2,4-dichlorophenyl)-2-oxo-1-oxaspiro[4.5]dec-3-en-4-yl ester","433.094",38639
"26128","DTERQYGMUDWYAZ-ZETCQYMHSA-N","MSBNK-Keio_Univ-KO002354","Ne-Acetyllysine","189",58260
"26144","DTERQYGMUDWYAZ-ZETCQYMHSA-N","MoNA001939","N ALPHA-ACETYL-L-LYSINE","189.123161315918",58260
"26178","DTFAJAKTSMLKAT-JDCCYXBGSA-N","KO002714","2-Deoxystreptamine","163",28295
"26193","DTFXGVGIKNSCQQ-UHFFFAOYSA-N","VF-NPL-QTOF009319","Pinoquercetin","317.0656",8224
"26194","DTFXGVGIKNSCQQ-UHFFFAOYSA-N","VF-NPL-QEHF014228","Pinoquercetin","339.047515869141",8224
"26197","DTFXGVGIKNSCQQ-UHFFFAOYSA-N","O=C1C(O)=C(OC2=CC(O)=C(C(O)=C12)C)C=3C=CC(O)=C(O)C3","NCGC00384961-01!2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-6-methylchromen-4-one","317.065",8224
"26202","DTFXGVGIKNSCQQ-UHFFFAOYSA-N","VF-NPL-LTQ003842","Pinoquercetin","355.037498720231",8224
"26209","DTFXGVGIKNSCQQ-UHFFFAOYSA-N","O=C1C(O)=C(OC2=CC(O)=C(C(O)=C12)C)C=3C=CC(O)=C(O)C3","Pinoquercetin","355.021453857422",8224
"26228","DTGLZDAWLRGWQN-UHFFFAOYSA-N","O=C(OC=1SC2=C(C1)CN(CC2)C(C(=O)C3CC3)C=4C=CC=CC4F)C","Prasugrel (Effient)","374.122",87723
"26230","DTGZHCFJNDAHEN-OZEXIGSWSA-N","MSBNK-RIKEN-PR300729","Cephaeline","467.2904342",3533
"26257","DTOSIQBPPRVQHS-PDBXOOCHSA-N","O=C(O)CCCCCCCC=CCC=CCC=CCC","linolenic acid","301.21",27432
"26260","DTOSIQBPPRVQHS-PDBXOOCHSA-N","O=C(O)CCCCCCCC=CCC=CCC=CCC","(9Z,12Z,15Z)-9,12,15-octadecatrienoic acid","279.23",27432
"26296","DTOSIQBPPRVQHS-PDBXOOCHSA-N","MSBNK-BGC_Munich-RP030403","?-linolenic acid","279.2319",27432
"26332","DTOSIQBPPRVQHS-PDBXOOCHSA-N","EMBL-MCF_spec316355","Linolenic acid","279.232809009736",27432
"26611","DTPCFIHYWYONMD-UHFFFAOYSA-N","MSBNK-UFZ-UP000384","Decaethylene glycol","481.2619",46550
"26656","DTUQWGWMVIHBKE-UHFFFAOYSA-N","FiehnHILIC000674","Phenylacetaldehyde","121.065",16424
"26662","DTUQWGWMVIHBKE-UHFFFAOYSA-N","FiehnHILIC002244","Phenylacetaldehyde","121.0639",16424
"26666","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","PT109330","Quercetin-3-Glucuronide","479.08256",66395
"26667","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","O=C(O)C1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=C(O)C4)C(O)C(O)C1O","Miquelianin (=Q3G)","479.08",66395
"26668","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","CCMSLIB00000845058","NCGC00168861-02!(2S,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","479.082",66395
"26671","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","O=C(O)C1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=C(O)C4)C(O)C(O)C1O","Miquelianin (=Q3G)","501.06",66395
"26675","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","VF-NPL-LTQ004012","quercetin 3-O-glucuronide","516.888849431818",66395
"26676","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","VF-NPL-QEHF015173","quercetin 3-O-glucuronide","501.06396484375",66395
"26678","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","VF-NPL-QEHF015175","quercetin 3-O-glucuronide","517.037902832031",66395
"26685","DUBCCGAQYVUYEU-ZUGPOPFOSA-N","PM011381","Quercetin glucuronide","478.0747",66395
"26768","DUBPGEJGGVZKDD-PFKOEMKTSA-N","MSBNK-MSSJ-MSJ00998","Acetylglycitin","489.13914",133348
"26775","DUEPRVBVGDRKAG-UHFFFAOYSA-N","KW108402","CARBOFURAN","222.1125",34611
"26776","DUEPRVBVGDRKAG-UHFFFAOYSA-N","CCMSLIB00001058929","Pesticide3_Carbofuran_C12H15NO3_Furadan","222.112",34611
"26779","DUEPRVBVGDRKAG-UHFFFAOYSA-N","OC(=NC)OC1=CC=CC2=C1OC(C)(C)C2","Pesticide3_Carbofuran_C12H15NO3_Furadan","244.094",34611
"26812","DUFVKSUJRWYZQP-UHFFFAOYSA-N","MSBNK-Eawag-EQ305001","Fosthiazate","284.0538",38692
"26841","DUIOPKIIICUYRZ-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO004010","Semicarbazide","76",28306
"26852","DUSHUSLJJMDGTE-ZJPMUUANSA-N","AU239603","Cyproterone","375.1721",50742
"26866","DUUGKQCEGZLZNO-UHFFFAOYSA-N","MoNA019441","5-Hydroxyindoleacetic acid; AIF; CE30; MS2Dec","192.065521240234",27823
"26867","DUUGKQCEGZLZNO-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO003125","5-Hydroxy-3-indoleaceacetate","192",27823
"26872","DUUGKQCEGZLZNO-UHFFFAOYSA-N","FiehnHILIC001702","5-Hydroxy-3-indoleacetic acid","192.0641",27823
"26873","DUUGKQCEGZLZNO-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU279501","5-Hydroxyindole-3-acetic acid","192.0655",27823
"26881","DUUGKQCEGZLZNO-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS096802","5-Hydroxyindole-3-acetate","192.19",27823
"26936","DUWPGRAKHMEPCM-IZZDOVSWSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C(=C2O)CC=C(C)C","Isobavachalcone","347.126",28106
"26937","DUWPGRAKHMEPCM-IZZDOVSWSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C(=C2O)CC=C(C)C","Isobavachalcone","325.144",28106
"26939","DUWPGRAKHMEPCM-IZZDOVSWSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C(=C2O)CC=C(C)C","Isobavachalcone","325.14",28106
"26942","DUWPGRAKHMEPCM-IZZDOVSWSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C(=C2O)CC=C(C)C","Isobavachalcone","347.13",28106
"26948","DUWPGRAKHMEPCM-IZZDOVSWSA-N","PM006908","Isobavachalcone","325",28106
"27006","DUXQKCCELUKXOE-CBBZIXHGSA-N","O=C1C=C(OC=2C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C(OC)=C(O)C12)C=5C=CC(OC)=CC5","5-hydroxy-6-methoxy-2-(4-methoxyphenyl)-7-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-((((2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)methyl)tetrahydro-2H-pyran-2-yl)oxy)-4H-chrome n-4-one","623.2",156327
"27007","DUXQKCCELUKXOE-CBBZIXHGSA-N","VF-NPL-QEHF014553","Pectolinarin","623.197021484375",156327
"27008","DUXQKCCELUKXOE-CBBZIXHGSA-N","O=C1C=C(OC=2C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C(OC)=C(O)C12)C=5C=CC(OC)=CC5","5-hydroxy-6-methoxy-2-(4-methoxyphenyl)-7-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-((((2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)methyl)tetrahydro-2H-pyran-2-yl)oxy)-4H-chrome n-4-one","645.18",156327
"27009","DUXQKCCELUKXOE-CBBZIXHGSA-N","O=C1C=C(OC=2C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C(OC)=C(O)C12)C=5C=CC(OC)=CC5","5-hydroxy-6-methoxy-2-(4-methoxyphenyl)-7-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-((((2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)methyl)tetrahydro-2H-pyran-2-yl)oxy)-4H-chrome n-4-one","623.19",156327
"27012","DUXQKCCELUKXOE-CBBZIXHGSA-N","VF-NPL-QTOF009249","Pectolinarin","645.1785",156327
"27048","DUXQKCCELUKXOE-CBBZIXHGSA-N","VF-NPL-QTOF009247","Pectolinarin","623.1957",156327
"27138","DUXYWXYOBMKGIN-UHFFFAOYSA-N","O=C(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)CCCCCCCCCCCCC","Glycerol tritetradecanoate","723.65",77391
"27140","DUXYWXYOBMKGIN-UHFFFAOYSA-N","O=C(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)CCCCCCCCCCCCC","Glycerol tritetradecanoate","745.63",77391
"27142","DUXYWXYOBMKGIN-UHFFFAOYSA-N","EMBL-MCF_spec316269","Glyceryl trimyristate","761.607139026509",77391
"27144","DUXYWXYOBMKGIN-UHFFFAOYSA-N","EMBL-MCF_spec316256","Glyceryl trimyristate","745.633041101876",77391
"27147","DUXYWXYOBMKGIN-UHFFFAOYSA-N","EMBL-MCF_spec316258","Glyceryl trimyristate","740.678365563464",77391
"27154","DUXYWXYOBMKGIN-UHFFFAOYSA-N","EMBL-MCF_spec316255","Glyceryl trimyristate","740.678608237137",77391
"27173","DUXYWXYOBMKGIN-UHFFFAOYSA-N","O=C(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)CCCCCCCCCCCCC","Glyceryl trimyristate","740.677",77391
"27184","DUYSYHSSBDVJSM-KRWOKUGFSA-N","EMBL-MCF_spec324165","Sphingosine-1-Phosphate (d18:1)","380.256886329645",37550
"27187","DVBDYPDVNRJKNJ-UHFFFAOYSA-N","MSBNK-Eawag-EA006708","Metolachlor morpholinone","234.1489",83509
"27224","DVCCCQNKIYNAKB-UHFFFAOYSA-N","AU229201","2-Amino-3,8-dimethylimidazo-[4,5-f]quinoxaline (MeIQx)","214.1087",76604
"27243","DVGGLGXQSFURLP-VWMSDXGPSA-N","O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5","Tiliroside","617.12",80944
"27244","DVGGLGXQSFURLP-VWMSDXGPSA-N","MSBNK-RIKEN-PR101023","Kaempferol-3-Glucoside-6''-p-coumaroyl","595.14515",80944
"27246","DVGGLGXQSFURLP-VWMSDXGPSA-N","VF-NPL-LTQ004006","tiliroside","633.046160529641",80944
"27248","DVGGLGXQSFURLP-VWMSDXGPSA-N","O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5","Tiliroside","595.14",80944
"27291","DVGGLGXQSFURLP-VWMSDXGPSA-N","O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5","tiliroside","633.100463867188",80944
"27334","DVGGLGXQSFURLP-VWMSDXGPSA-N","O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5","tiliroside","617.126525878906",80944
"27361","DVGGLGXQSFURLP-VWMSDXGPSA-N","O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5","NCGC00163634-02![(2R,3S,4S,5R,6S)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate","595.144",80944
"27462","DVGGLGXQSFURLP-VWMSDXGPSA-N","VF-NPL-QTOF009843","tiliroside","617.1263",80944
"27476","DVKJHBMWWAPEIU-UHFFFAOYSA-N","MSBNK-CASMI_2016-SM832302","2,4-Toluene diisocyanate","175.0502",53556
"27480","DVNYTAVYBRSTGK-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO002315","5-Amino-4-imidazolecarboxamide","127",2030
"27481","DVNYTAVYBRSTGK-UHFFFAOYSA-N","N=C(O)C=1N=CNC1N","5-Aminoimidazole-4-carboxamide","127.06143728117",2030
"27495","DWAKNKKXGALPNW-UHFFFAOYSA-N","PM000911","D1-pyrroline-5-carboxylic acid","114",1372
"27496","DWCNMHMZSYJSGO-IMJCQESISA-N","MSBNK-Fukuyama_Univ-FU000196","GlcNAc2Man3GlcNAcFucGlcNAc","1612.00",71327
"27497","DWCNMHMZSYJSGO-IMJCQESISA-N","C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](N=C(C)O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N=C(C)O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N=C(C)O)[C@@H]3O)[C@H](O)[C@H]2N=C(C)O)[C@@H](O)[C@H](O)[C@@H]1O","GlcNAc2Man3GlcNAcFucGlcNAc; LC-ESI-QQ; MS2; CE","1463.55171",71327
"27505","DWFZBUWUXWZWKD-UHFFFAOYSA-N","LU033101","Pyridaben","365.1449",38626
"27527","DWJXYEABWRJFSP-XOBRGWDASA-N","O=C(OC(C)(C)C)C(NC(=O)C(NC(=O)CC=1C=C(F)C=C(F)C1)C)C=2C=CC=CC2","DAPT (GSI-IX)","433.193",86193
"27529","DWNAQMUDCDVSLT-UHFFFAOYSA-N","EQ367408","Diphenyl-phthalate","319.0965",60819
"27552","DWRKFAJEBUWTQM-UHFFFAOYSA-N","ClC1=CC=C(C(Cl)=C1)C2(OCC(O2)CC)CN3N=CN=C3","Pesticide6_Etaconazole Isomer 1*_C14H15Cl2N3O2_1-{[2-(2,4-Dichlorophenyl)-4-ethyl-1,3-dioxolan-2-yl]methyl}-1H-1,2,4-triazole","328.061",4874
"27555","DWRXFEITVBNRMK-JXOAFFINSA-N","FiehnHILIC000134","5-Methyluridine","259.0921",45996
"27574","DWZAJFZEYZIHPO-UHFFFAOYSA-N","O=C1C(OC)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(OC)=CC3","santin","345.096862792969",9024
"27576","DWZAJFZEYZIHPO-UHFFFAOYSA-N","VF-NPL-LTQ003846","santin","345.12681833903",9024
"27591","DXBHBZVCASKNBY-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590419","Benz[a]anthracene","228.0934",51348
"27593","DXBHBZVCASKNBY-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590403","Benz[a]anthracene","229.1012",51348
"27600","DXDRHHKMWQZJHT-FPYGCLRLSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C=C2O","(2E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)-2-propen-1-one","257.08",310312
"27601","DXDRHHKMWQZJHT-FPYGCLRLSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C=C2O","isoliquiritigenin","257.080841064453",310312
"27602","DXDRHHKMWQZJHT-FPYGCLRLSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C=C2O","(2E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)-2-propen-1-one","279.06",310312
"27606","DXDRHHKMWQZJHT-FPYGCLRLSA-N","VF-NPL-QEHF010741","isoliquiritigenin","279.062774658203",310312
"27610","DXDRHHKMWQZJHT-FPYGCLRLSA-N","O=C(C=CC1=CC=C(O)C=C1)C2=CC=C(O)C=C2O","isoliquiritigenin","274.107391357422",310312
"27611","DXDRHHKMWQZJHT-FPYGCLRLSA-N","VF-NPL-LTQ002992","isoliquiritigenin","257.071405747358",310312
"27635","DXDRHHKMWQZJHT-FPYGCLRLSA-N","VF-NPL-QEHF010744","isoliquiritigenin","295.036712646484",310312
"27701","DXDRHHKMWQZJHT-FPYGCLRLSA-N","PM008227","Isoliquiritigenin","255",310312
"27786","DXGLGDHPHMLXJC-UHFFFAOYSA-N","COC=1C=CC(=C(C1)O)C(C2=CC=CC=C2)=O","Benzophenone-3","229.08592069817",34283
"27860","DXOCDBGWDZAYRQ-AURDAFMXSA-N","MSBNK-BGC_Munich-RP008003","3?-Hydroxy-7 Ketolithocholic Acid","391.2843",82679
"27866","DXYUAIFZCFRPTH-UHFFFAOYSA-N","O=C1C(=COC2=CC(O)=C(OC)C=C12)C=3C=CC(O)=CC3","Glycitein","285.076",34778
"27867","DXYUAIFZCFRPTH-UHFFFAOYSA-N","O=C1C(=COC2=CC(O)=C(OC)C=C12)C=3C=CC(O)=CC3","Glycitein","307.058",34778
"27868","DXYUAIFZCFRPTH-UHFFFAOYSA-N","O=C1C(=COC2=CC(O)=C(OC)C=C12)C=3C=CC(O)=CC3","Glycitein","285.08",34778
"27870","DXYUAIFZCFRPTH-UHFFFAOYSA-N","O=C1C(=COC2=CC(O)=C(OC)C=C12)C=3C=CC(O)=CC3","Glycitein","307.06",34778
"27873","DXYUAIFZCFRPTH-UHFFFAOYSA-N","O=C1C(=COC2=CC(O)=C(OC)C=C12)C=3C=CC(O)=CC3","Glycitein","285.0743",34778
"27879","DXYUAIFZCFRPTH-UHFFFAOYSA-N","VF-NPL-QTOF007889","Glycitein","285.0749",34778
"27884","DXYUAIFZCFRPTH-UHFFFAOYSA-N","VF-NPL-QTOF007881","Glycitein","307.0569",34778
"27924","DXYUAIFZCFRPTH-UHFFFAOYSA-N","VF-NPL-LTQ000512","Glycitein","590.757622352013",34778
"27929","DXYUAIFZCFRPTH-UHFFFAOYSA-N","VF-NPL-LTQ000051","Glycitein","285.020929972331",34778
"27949","DXYUAIFZCFRPTH-UHFFFAOYSA-N","FiehnHILIC002129","Glycitein","285.077",34778
"27994","DXYUAIFZCFRPTH-UHFFFAOYSA-N","PM015809","Glycitein","285",34778
"28030","DYDCUQKUCUHJBH-UWTATZPHSA-N","VF-NPL-QEHF027817","CYCLOSERINE","125.03214263916",74159
"28032","DYDCUQKUCUHJBH-UWTATZPHSA-N","O=C1NOCC1N","(R)-4-aminoisoxazolidin-3-one","103.05",74159
"28034","DYDCUQKUCUHJBH-UWTATZPHSA-N","VF-NPL-QEHF027823","CYCLOSERINE","120.076751708984",74159
"28042","DYDCUQKUCUHJBH-UWTATZPHSA-N","VF-NPL-QEHF027821","CYCLOSERINE","141.006088256836",74159
"28048","DYDCUQKUCUHJBH-UWTATZPHSA-N","O=C1NOCC1N","(R)-4-aminoisoxazolidin-3-one","125.03",74159
"28147","DYEFUKCXAQOFHX-UHFFFAOYSA-N","O=C1C=2C=CC=CC2[Se]N1C=3C=CC=CC3","Ebselen","275.99221245217",77543
"28150","DYEFUKCXAQOFHX-UHFFFAOYSA-N","FiehnHILIC000328","Ebselen","275.9915",77543
"28151","DYKFCLLONBREIL-KVUCHLLUSA-N","EQ320506","Minocycline","458.1922",77906
"28155","DYKFCLLONBREIL-KVUCHLLUSA-N","MSBNK-Keio_Univ-KO009051","Minocycline","458",77906
"28231","DYNFCHNNOHNJFG-UHFFFAOYSA-N","MoNA033420","2-CARBOXYBENZALDEHYDE","151.0389701",17605
"28235","DYUUPIKEWLHQGQ-FJOIUHRLSA-N","C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C","Lutein 5,6-epoxide; FAB-EBEB; MS2; m/z","584.422397",27448
"28236","DYUUPIKEWLHQGQ-FJOIUHRLSA-N","MSBNK-Kyoto_Univ-CA000068","Lutein 5,6-epoxide","584.42",27448
"28240","DZBUGLKDJFMEHC-UHFFFAOYSA-N","MSBNK-UFZ-UA000303","Acridine","180.0808",36420
"28261","DZGWFCGJZKJUFP-UHFFFAOYSA-N","CO000235","Hydroxyphenethylamine","138.092",15760
"28263","DZGWFCGJZKJUFP-UHFFFAOYSA-N","NCCC1=CC=C(O)C=C1","4-(2 AMINOETHYL)-PHENOL","138.0913405",15760
"28267","DZGWFCGJZKJUFP-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS036402","2-(4-Hydroxyphenyl)ethylamine","138.15",15760
"28270","DZGWFCGJZKJUFP-UHFFFAOYSA-N","KNA00082","Tyramine","121.06",15760
"28272","DZGWFCGJZKJUFP-UHFFFAOYSA-N","MSBNK-MSSJ-MSJ00488","Tyramine","121.06479",15760
"28273","DZGWFCGJZKJUFP-UHFFFAOYSA-N","KNA00084","Tyramine","150.06",15760
"28275","DZGWFCGJZKJUFP-UHFFFAOYSA-N","KNA00083","Tyramine","138.09",15760
"28280","DZGWFCGJZKJUFP-UHFFFAOYSA-N","KNA00327","Tyramine","308.09",15760
"28288","DZGWFCGJZKJUFP-UHFFFAOYSA-N","KO004082","Tyramine","138",15760
"28313","DZGWFCGJZKJUFP-UHFFFAOYSA-N","PR311153","Tyramine","121.0645",15760
"28410","DZLNHFMRPBPULJ-UHFFFAOYSA-N","FiehnHILIC002358","Thiazolidine-4-carboxylic acid","134.0252",64564
"28412","DZLNHFMRPBPULJ-UHFFFAOYSA-N","FiehnHILIC000790","Thiazolidine-4-carboxylic acid","134.0271",64564
"28414","DZTHIGRZJZPRDV-GFCCVEGCSA-N","MoNA032092","N-ACETYLTRYPTOPHAN","247.1077183",16734
"28416","DZTHIGRZJZPRDV-GFCCVEGCSA-N","FiehnHILIC000564","N-Acetyltryptophan","247.1074",16734
"28417","DZTHIGRZJZPRDV-GFCCVEGCSA-N","EMBL-MCF_spec103654","N-ACETYL-D-TRYPTOPHAN","269.089150950677",16734
"28422","DZTHIGRZJZPRDV-LBPRGKRZSA-N","MoNA019157","N-Acetyl-tryptophan; AIF; CE10; MS2Dec","247.107727050781",74640
"28432","DZTHIGRZJZPRDV-UHFFFAOYSA-N","VF-NPL-QEHF000856","N-acetyltryptophan","247.107711791992",70976
"28434","DZTHIGRZJZPRDV-UHFFFAOYSA-N","VF-NPL-LTQ000466","N-acetyltryptophan","285.154412841797",70976
"28435","DZTHIGRZJZPRDV-UHFFFAOYSA-N","O=C(O)C(N=C(O)C)CC1=CNC=2C=CC=CC21","N-acetyltryptophan","269.089660644531",70976
"28441","DZTHIGRZJZPRDV-UHFFFAOYSA-N","VF-NPL-LTQ000593","N-acetyltryptophan","269.114525738884",70976
"28442","DZTHIGRZJZPRDV-UHFFFAOYSA-N","PM002701","N-acetyltryptophan","247",70976
"28452","DZTHIGRZJZPRDV-UHFFFAOYSA-N","CCMSLIB00000848575","NCGC00180645-03!2-acetamido-3-(1H-indol-3-yl)propanoic acid","247.107",70976
"28459","DZZWHBIBMUVIIW-DTORHVGOSA-N","O=C(O)C1=CN(C2=C(F)C(=C(F)C(N)=C2C1=O)N3CC(NC(C)C3)C)C4CC4","Sparfloxacin","393.166",9212
"28460","DZZWHBIBMUVIIW-DTORHVGOSA-N","O=C(O)C1=CN(C2=C(F)C(=C(F)C(N)=C2C1=O)N3CC(NC(C)C3)C)C4CC4","Sparfloxacin","197.091",9212
"28461","DZZWHBIBMUVIIW-DTORHVGOSA-N","O=C(O)C1=CN(C2=C(F)C(=C(F)C(N)=C2C1=O)N3CC(NC(C)C3)C)C4CC4","Sparfloxacin","393.173",9212
"28464","FABPRXSRWADJSP-MEDUHNTESA-N","FiehnHILIC000540","Moxifloxacin","402.182",63611
"28465","FABPRXSRWADJSP-MEDUHNTESA-N","FiehnHILIC002113","Moxifloxacin","402.1843",63611
"28466","FABPRXSRWADJSP-MEDUHNTESA-N","O=C(O)C1=CN(C2=C(OC)C(=C(F)C=C2C1=O)N3CC4NCCCC4C3)C5CC5","Moxifloxacin","402.178",63611
"28467","FACUYWPMDKTVFU-BYPYZUCNSA-N","FiehnHILIC002419","Willardiine","200.0661",15851
"28471","FAKRSMQSSFJEIM-RQJHMYQMSA-N","RIKENPlaSMA000896","Captopril","218.084541",3380
"28481","FAKRSMQSSFJEIM-RQJHMYQMSA-N","MSBNK-Athens_Univ-AU272101","Captopril","218.0845",3380
"28525","FAOZLTXFLGPHNG-KNAQIMQKSA-N","MSBNK-Athens_Univ-AU281106","Fluorometholone","377.2123",31625
