"","inchikey","id","name","precursormz","mass","hmdb","dsstox","t3db","foodb","refmet","chebi"
"11469","FUUFQLXAIUOWML-UHFFFAOYSA-N","LU044156","Nitarsone","245.9389",246.946193724,"HMDB0031822","DTXSID9045007","T3D0315",NA,NA,62629
"11481","FUWUEFKEXZQKKA-UHFFFAOYSA-N","CC(C)C1=CC(=O)C(O)=CC=C1","Hinokitiol","163.0764531",164.083729628,"HMDB0035213","DTXSID6043911",NA,"FDB013860",NA,10447
"11493","FUYLLJCBCKRIAL-UHFFFAOYSA-N","MSBNK-CASMI_2016-SM832451","4-Methylumbelliferyl sulfate","254.9969",256.004159152,"HMDB0240465",NA,NA,"FDB093644","4-Methylumbelliferyl sulfate",1905
"11496","FUZZWVXGSFPDMH-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000428","Hexanoate","115",116.083729628,"HMDB0000535","DTXSID7021607","T3D4595","FDB003982","Caproic acid",30776
"11512","FVFNWXWHNHZNFS-UHFFFAOYSA-N","O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F","2,3,3,3-Tetrafluoro-2-(nonafluorobutoxy)propanoic acid","378.96453575",NA,NA,"DTXSID70631188",NA,NA,NA,NA
"11513","FVGOGEGGQLNZGH-DZKIICNBSA-N","FiehnHILIC001211","Glu-Val-Phe","392.1824",393.189987,NA,NA,NA,NA,"Glu-Val-Phe",NA
"11515","FVHYBZSZYQKTPP-UHFFFAOYSA-N","O=C(O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F","Perfluoro-3,5,7,9,11-pentaoxadodecanoic acid","442.94419427",NA,NA,"DTXSID50723994",NA,NA,NA,NA
"11516","FVIZARNDLVOMSU-UHFFFAOYSA-N","MSBNK-RIKEN-PR308611","Ginsenoside compound K","667.442671804",622.444468956,"HMDB0252724",NA,NA,NA,NA,NA
"11517","FVIZARNDLVOMSU-UHFFFAOYSA-N","MSBNK-RIKEN-PR308634","Ginsenoside compound K","621.4371925",622.444468956,"HMDB0252724",NA,NA,NA,NA,NA
"11525","FVJZSBGHRPJMMA-UHFFFAOYSA-N","CCMSLIB00005436448","[3-[[2,3-dihydroxypropoxy]-hydroxyphosphoryl]oxy-2-octadecanoyloxypropyl] octadecanoate","777.565",778.572385388,"HMDB0251484",NA,NA,NA,NA,61056
"11527","FVMDYYGIDFPZAX-UHFFFAOYSA-N","MoNA034565","3-HYDROXYPHENYLACETIC ACID","151.0400681",152.047344122,"HMDB0000440","DTXSID90211148",NA,"FDB022047","3-Hydroxyphenylacetic acid",17445
"11550","FVQOMEDMFUMIMO-UTZHSPHRSA-N","O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OC(CO)C(O)C(O)C4O","NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one","465.104",NA,NA,"DTXSID80181740",NA,NA,NA,NA
"11551","FVQOMEDMFUMIMO-UTZHSPHRSA-N","O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(O)=C3)C1OC4OC(CO)C(O)C(O)C4O","NCGC00385598-01!(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one","511.109",NA,NA,"DTXSID80181740",NA,NA,NA,NA
"11554","FVTCRASFADXXNN-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)N=C(O)C1=N2","Riboflavin-5'-monophosphate; LC-ESI-QTOF; MS2; CE","455.097338",456.104614802,"HMDB0001520","DTXSID8023559",NA,"FDB030862","FMN",17621
"11557","FVTCRASFADXXNN-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT202290","[5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate","454.08899",NA,NA,"DTXSID80274282",NA,NA,NA,NA
"11558","FVTCRASFADXXNN-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS022907","Riboflavin-5'-monophosphate sodium salt hydrate","455.41",NA,NA,"DTXSID80274282",NA,NA,NA,NA
"11561","FVWJYYTZTCVBKE-ROUWMTJPSA-N","VF-NPL-QEHF003838","betulin","441.373779296875",442.38108085,"HMDB0036838",NA,NA,NA,NA,3086
"11567","FVYXIJYOAGAUQK-UHFFFAOYSA-N","FiehnHILIC001252","Honokiol","265.1231",266.13067982,"HMDB0253212","DTXSID30188845",NA,NA,NA,NA
"11602","FWEOQOXTVHGIFQ-UHFFFAOYSA-N","MoNA038312","NILINO-1-NAPHTHALENESULFONIC ACID","298.0543383",299.061613977,"HMDB0061854","DTXSID7058882",NA,NA,NA,39708
"11616","FWKQNCXZGNBPFD-UHFFFAOYSA-N","C=1C=C(C2=CC=C(C2=CC1C(C)C)C)C","GUAIAZULENE","197.133560180664",198.140850576,"HMDB0036648","DTXSID7045996",NA,"FDB015573","Guaiazulene",5550
"11622","FXCMGCFNLNFLSH-UHFFFAOYSA-N","MSBNK-BGC_Munich-RP020911","3-oxo-C8-homoserine lactone","240.1241",NA,NA,"DTXSID80403631",NA,NA,NA,NA
"11628","FXEOLMWSBWXMSF-UHFFFAOYSA-N","PR309360","Dihydrocoumaroyl Hexoside","327.106",328.115817616,"HMDB0038334",NA,NA,"FDB017669",NA,NA
"11630","FXKFFTMLFPWYFH-RDGPPVDQSA-N","LU133853","Ilepatril","431.1646",NA,NA,"DTXSID7047356",NA,NA,NA,NA
"11642","FXNFHKRTJBSTCS-UHFFFAOYSA-N","RIKENPlaSMA007468","Baicalein","269.04554694783",270.05282343,NA,"DTXSID2022389",NA,"FDB012057",NA,2979
"11714","FYBMGZSDYDNBFX-KLUVJTJFSA-N","CCMSLIB00004679290","Quercetin 3-O-neohesperidoside","609.154",NA,NA,"DTXSID60151840",NA,NA,NA,NA
"11716","FYCCCUNGXGKNJV-UHFFFAOYSA-N","VF-NPL-QEHF003855","3-(alpha,alpha-dimethylallyl)psoralen","253.08702087402338",254.094295,NA,"DTXSID90157153",NA,NA,"Chalepensin",NA
"11722","FYDVPEVHFUBOJG-UHFFFAOYSA-N","OCC(O)CC1=CC=C2OCOC2=C1","1,2-Propanediol, 3-(1,3-benzodioxol-5-yl)-","195.066284179688",196.073558872,"HMDB0030571",NA,NA,NA,NA,NA
"11728","FYGDTMLNYKFZSV-CSHPIKHBSA-N","MSBNK-RIKEN-PR100702","D-(+)-Cellotriose","503.16123",NA,NA,NA,NA,NA,NA,41753
"11733","FYGDTMLNYKFZSV-DZOUCCHMSA-N","MT000111","Maltotriose","502.9",504.169034976,"HMDB0001262",NA,NA,NA,"Maltotriose",140999
"11755","FYGDTMLNYKFZSV-PXXRMHSHSA-N","FiehnHILIC002813","Maltotriose","503.1585",NA,NA,"DTXSID90858850",NA,NA,NA,27931
"11760","FYGDTMLNYKFZSV-PXXRMHSHSA-N","VF-NPL-QTOF008403","maltotriose","539.1374",NA,NA,"DTXSID90858850",NA,NA,NA,27931
"11775","FYGDTMLNYKFZSV-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT202950","(Glc(alpha1-4)Glc(alpha1-4)Glc)","503.16123",504.169034976,"HMDB0038852",NA,NA,"FDB003659",NA,NA
"11777","FYGDTMLNYKFZSV-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS054807","(Glc(alpha1-4)Glc(alpha1-4)Glc)","503.51",504.169034976,"HMDB0038852",NA,NA,"FDB003659",NA,NA
"11780","FYSSBMZUBSBFJL-UHFFFAOYSA-N","MT000041","3-Hydroxydecanoic acid","187.2",188.141244506,NA,NA,NA,"FDB022904","3-Hydroxydecanoic acid",132983
"11782","FYVKHLSOIIPVEH-RVDMUPIBSA-N","VF-NPL-QEHF018294","(3E)-3-benzylidene-4-methyl-1H-1,4-benzodiazepine-2,5-dione","277.0982360839844",NA,NA,NA,NA,NA,NA,71331
"11792","FYVKHLSOIIPVEH-UHFFFAOYSA-N","MSBNK-HBM4EU-HB003199","Dehydrocyclopeptine","277.0983",NA,NA,NA,NA,NA,NA,71322
"11798","FYYSQDHBALBGHX-YFKPBYRVSA-N","KO000357","N-a-t-Boc-asparagine","231",NA,NA,NA,NA,NA,NA,3146
"11808","FYZYXYLPBWLLGI-AUOPOVQUSA-N","VF-NPL-QEHF004899","genipin 1-gentiobioside","549.1824951171875",NA,NA,"DTXSID50183554",NA,NA,NA,NA
"11815","FZERHIULMFGESH-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000195","Acetanilide","134",135.068413915,"HMDB0001250","DTXSID2022543",NA,"FDB022512","N-Acetylarylamine",28884
"11825","FZEYVTFCMJSGMP-UHFFFAOYSA-N","AU231060","Acridone","194.0611",195.068413914,"HMDB0246984","DTXSID8060371",NA,NA,NA,50756
"11833","FZJRPYWBMGYDIA-JJTNLPPNSA-N","CCMSLIB00005721006","[2.3-dihydroxypropoxy][2-[docosa-4.7.10.13.16.19-hexaenoyloxy]-3-[octadec-9-enoyloxy]propoxy]phosphinic acid","819.517",820.525435196,"HMDB0010644",NA,NA,NA,NA,NA
"11834","FZLJPEPAYPUMMR-FMDGEEDCSA-N","KO000180","N-Acetylglucosamine 1-phosphate","300",NA,NA,"DTXSID00179902",NA,NA,NA,16446
"11844","FZTRDYSPWWJCOF-UHFFFAOYSA-N","OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","Perfluorooctyl phosphate; LC-ESI-ITFT; MS2; CE","442.972335",NA,NA,"DTXSID90558000",NA,NA,NA,83508
"11874","FZWGECJQACGGTI-UHFFFAOYSA-N","MoNA017813","7-Methylguanine; LC-tDDA; CE20","164.05778503418",165.065059871,"HMDB0000897","DTXSID9020873",NA,"FDB022305","7-Methylguanine",46897
"11916","GACTWZZMVMUKNG-SLPGGIOYSA-N","OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O","Sorbitol 6-phosphate","261.0380926",NA,NA,NA,NA,NA,NA,17044
"11938","GACTWZZMVMUKNG-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS079209","D-Sorbitol-6-phosphate barium salt","261.21",262.04536859,"HMDB0005831",NA,NA,"FDB023777",NA,NA
"11944","GAEQWKVGMHUUKO-UHFFFAOYSA-N","VF-NPL-QEHF000861","(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid","262.1237182617188",263.131014171,"HMDB0030241",NA,NA,NA,NA,NA
"11950","GAGWJHPBXLXJQN-UORFTKCHSA-N","AU235358","Capecitabine","358.142",359.149263656,"HMDB0015233","DTXSID3046451","T3D3507",NA,"Capecitabine",31348
"11980","GAOZTHIDHYLHMS-KEOBGNEYSA-N","VF-NPL-QTOF008956","MONENSIN","669.4229",NA,NA,"DTXSID4048561",NA,NA,NA,27617
"11984","GASRJYBPBZZTBO-IIDMSEBBSA-N","CCMSLIB00000847213","NCGC00347854-02!(3R,4S,5R)-4-hydroxy-3,5-bis[(3,4,5-trihydroxybenzoyl)oxy]cyclohexene-1-carboxylic acid","477.068",NA,NA,"DTXSID60241957",NA,NA,NA,NA
"11986","GBAWQJNHVWMTLU-UHFFFAOYSA-N","MSBNK-Eawag-EQ311451","Heptenophos","249.0089",250.016173091,"HMDB0031793","DTXSID5042037",NA,NA,NA,38693
"11998","GBFLZEXEOZUWRN-UHFFFAOYSA-N","MoNA023945","S-CARBOXYMETHYLCYSTEINE","178.01793",179.025228471,"HMDB0029415","DTXSID9022738",NA,NA,NA,NA
"12000","GBFLZEXEOZUWRN-VKHMYHEASA-N","KO000120","S-Carboxymethylcysteine","178",179.025231,NA,"DTXSID30110060",NA,NA,"S-Carboxymethyl-cysteine",16163
"12016","GBNHEBQXJVDXSW-UHFFFAOYSA-N","SM810352","3,4,5-Trichlorphenol","194.9177",NA,NA,"DTXSID4026212",NA,NA,NA,NA
"12032","GBRZTUJCDFSIHM-KRWDZBQOSA-N","OC1=CC=C(C(O)=C1CC=C(C)C)C2COC3=CC(O)=C(C(OC)=C3C2)CC=C(C)C","licoricidin","423.217681884766",NA,NA,NA,NA,NA,NA,69082
"12048","GBXSMTUPTTWBMN-XIRDDKMYSA-N","SM861651","Enalapril","375.1925",376.199822016,"HMDB0014722","DTXSID5022982",NA,NA,"Enalapril",4784
"12050","GCDBEYOJCZLKMC-UHFFFAOYSA-N","MSBNK-CASMI_2016-SM814453","2-Hydroxyanthraquinone","223.0401",NA,NA,"DTXSID4049327",NA,NA,NA,37482
"12059","GCJWPRRNLSHTRY-VURDRKPISA-N","PM006406","Salvianolic acid C","491",492.105646844,"HMDB0303929",NA,NA,"FDB030002",NA,NA
"12060","GCKLGRUZDXSATG-UHFFFAOYSA-N","EA027751","Atrazine-desethyl-2-hydroxy","168.0891",NA,NA,"DTXSID80173802",NA,NA,NA,83463
"12095","GCPWJFKTWGFEHH-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000259","Acetoacetamide","100",NA,NA,"DTXSID1040164",NA,NA,NA,28515
"12105","GCWCVCCEIQXUQU-UHFFFAOYSA-N","MoNA018050","Alpha-Hydroxyhippuric acid; LC-tDDA; CE20","194.045883178711",195.053157781,"HMDB0002404",NA,NA,"FDB022997","alpha-Hydroxyhippuric acid",68451
"12119","GCZRCCHPLVMMJE-RLZWZWKOSA-N","MSBNK-ISAS_Dortmund-IA000426","11-HETE","319.227905273438",320.235145,NA,NA,NA,NA,"11-HETE",72606
"12134","GDAAEAXMNLVRCZ-SFHVURJKSA-N","OC1=CC=C(C(O)=C1CC=C(C)C)C2COC3=CC(OC)=C(C(OC)=C3C2)CC=C(C)C","5-O-methyllicoricidin","437.233337402344",NA,NA,"DTXSID40156136",NA,NA,NA,69083
"12140","GDBQQVLCIARPGH-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO001276","Leupeptin","425",426.295453728,"HMDB0254042",NA,NA,NA,NA,NA
"12151","GDFAOVXKHJXLEI-VKHMYHEASA-N","KO001368","N-Methylalanine","102",103.063328537,"HMDB0094692",NA,NA,NA,"N-Methylalanine",17519
"12165","GDLBFKVLRPITMI-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000606","Diazoxide","229",229.991675875,"HMDB0015251","DTXSID7022914",NA,NA,"Diazoxide",4495
"12179","GDLIGKIOYRNHDA-UHFFFAOYSA-N","ClC1=CC=C2C(=C1)N(C=3C=CC=CC3CC2)CCCN(C)C","Clomipramine","313.147705078125",314.154976453,"HMDB0015372","DTXSID6022844","T3D3032",NA,NA,47780
"12185","GDNIGMNXEKGFIP-UHFFFAOYSA-O","OC1=CC2=C(C=CC(=[O+]2)C2=CC=C(O)C(O)=C2)C(O)=C1","Luteolinidin; PlaSMA ID-468","269.04555",271.060648462,"HMDB0029249",NA,NA,"FDB000078","Luteolinidin",6584
"12186","GDTXICBNEOEPAZ-FPLPWBNLSA-N","MT000118","10-Heptadecenoic acid (17:1(n-7))","267.3",268.240230268,"HMDB0060038",NA,NA,NA,"10Z-Heptadecenoic acid",75094
"12188","GDVRUDXLQBVIKP-HQHREHCSSA-N","PM011302","Galloyl glucose","332.0743",332.074346732,"HMDB0301708",NA,NA,"FDB000233","1-O-Galloyl-beta-D-glucose",15834
"12189","GDVRUDXLQBVIKP-UHFFFAOYSA-N","PR309053","Gallic acid hexoside","331.0649",332.074346732,"HMDB0038728",NA,NA,"FDB018137",NA,NA
"12191","GECHUMIMRBOMGK-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU234458","Sulfapyridine","248.0499",249.057197301,"HMDB0015028","DTXSID3026067",NA,NA,"Sulfapyridine",132842
"12197","GEFDRROBUCULOD-UHFFFAOYSA-N","MSBNK-CASMI_2016-SM862251","N-Acetyl Mesalazine","194.0459",195.053157781,"HMDB0060602","DTXSID80199002",NA,NA,NA,NA
"12200","GEWDNTWNSAZUDX-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT207010","methyl 2-[(1R,2R)-3-oxo-2-[(Z)-pent-2-enyl]cyclopentyl]acetate","223.13344",224.141244504,"HMDB0253727",NA,NA,NA,NA,NA
"12202","GEWDNTWNSAZUDX-WQMVXFAESA-N","CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O","Methyl Jasmonic acid; LC-ESI-QTOF; MS2; CE","223.133968",224.141244506,"HMDB0036583",NA,NA,"FDB015494","Methyl jasmonate",15929
"12212","GFFGJBXGBJISGV-UHFFFAOYSA-N","MSBNK-RIKEN-PR100491","Adenine","134.04669",135.054495185,"HMDB0000034","DTXSID6022557","T3D4279",NA,"Adenine",16708
"12221","GFFGJBXGBJISGV-UHFFFAOYSA-N","N=1C=NC2=C(N=CNC12)N","Adenine","135.13",135.054495185,"HMDB0000034","DTXSID6022557","T3D4279",NA,"Adenine",16708
"12264","GFGSZUNNBQXGMK-UHFFFAOYSA-N","MSBNK-LCSB-LU028453","2-Chloro-4-nitrobenzamide","198.9916",NA,NA,"DTXSID3041405",NA,NA,NA,NA
"12272","GFNANZIMVAIWHM-OBYCQNJPSA-N","LU023952","Triamcinolone","393.1719",394.179166801,"HMDB0014758","DTXSID1040742","T3D4756",NA,NA,9667
"12292","GFWPWSNIXRDQJC-PXJZQJOASA-N","MSBNK-Univ_Toyama-TY000184","Fukugetin","555.092700",556.100561464,NA,NA,NA,"FDB093560",NA,70331
"12296","GFYLSDSUCHVORB-IOSLPCCCSA-N","N=C1C=2N=CN(C2N=CN1C)C3OC(CO)C(O)C3O","1-Methyladenosine","280.105133056641",281.112403993,"HMDB0003331",NA,NA,"FDB021791","1-Methyladenosine",16020
"12299","GFYLSDSUCHVORB-IOSLPCCCSA-N","VF-NPL-LTQ000046","1-Methyladenosine","561.1177721525494",281.112403993,"HMDB0003331",NA,NA,"FDB021791","1-Methyladenosine",16020
"12320","GFYLSDSUCHVORB-UHFFFAOYSA-N","CCMSLIB00000578179","1-METHYLADENOSINE","280.105",281.112403983,"HMDB0243935",NA,NA,NA,NA,NA
"12322","GFZPUWKGPNHWHD-UHFFFAOYSA-N","O=S(=O)(NC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","1-Butanesulfonamide, 1,1,2,2,3,3,4,4,4-nonafluoro-N-methyl-","311.974628047",NA,NA,"DTXSID1071373",NA,NA,NA,NA
"12323","GGLZPLKKBSSKCX-YFKPBYRVSA-N","PR100931","L-Ethionine","162.0589",163.066701,NA,"DTXSID5020578",NA,NA,"L-Ethionine",4886
"12328","GGMCFLXPZMBJMV-NPVWYNPDSA-N","CCMSLIB00000845399","NCGC00385512-01!5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,6-dimethoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one","521.13",NA,NA,"DTXSID20189063",NA,NA,NA,NA
"12329","GGMCFLXPZMBJMV-NPVWYNPDSA-N","CCMSLIB00000845402","NCGC00385512-01!5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,6-dimethoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one","567.135",NA,NA,"DTXSID20189063",NA,NA,NA,NA
"12332","GGNQRNBDZQJCCN-UHFFFAOYSA-N","FiehnHILIC001088","Benzene-1,2,4-triol","125.0231",126.031695,NA,"DTXSID3040930",NA,NA,"1,2,4-Trihydroxybenzene",16971
"12334","GGXMRPUKBWXVHE-MIHLVHIWSA-N","FiehnHILIC001242","Halometasone","443.1434",NA,NA,"DTXSID1048382",NA,NA,NA,NA
"12336","GHASVSINZRGABV-UHFFFAOYSA-N","EA256663","5-Fluorouracil","129.0106",130.017855555,"HMDB0014684","DTXSID2020634","T3D4776",NA,"Fluorouracil",46345
"12363","GHCZAUBVMUEKKP-AHBZRTSYSA-N","MoNA023857","GLYCOCHENODEOXYCHOLATE","448.30682",449.314123491,NA,NA,NA,"FDB022157",NA,NA
"12364","GHCZAUBVMUEKKP-GYPHWSFCSA-N","MoNA017547","Glycochenodeoxycholic acid; LC-tDDA; CE10","448.306854248047",449.314123491,"HMDB0000637",NA,NA,NA,"Glycochenodeoxycholic acid",36274
"12386","GHCZYXUOYFOXIP-UHFFFAOYSA-N","VF-NPL-QEHF011229","Pomiferin","419.1499938964844",420.157288493,"HMDB0256696","DTXSID00205831",NA,NA,NA,NA
"12400","GHCZYXUOYFOXIP-UHFFFAOYSA-N","O=C1C(=COC=2C=3C=CC(OC3C(=C(O)C12)CC=C(C)C)(C)C)C=4C=CC(O)=C(O)C4","NCGC00013053-07!3-(3,4-dihydroxyphenyl)-5-hydroxy-8,8-dimethyl-6-(3-methylbut-2-enyl)pyrano[2,3-h]chromen-4-one","465.155",420.157288493,"HMDB0256696","DTXSID00205831",NA,NA,NA,NA
"12405","GHCZYXUOYFOXIP-UHFFFAOYSA-N","VF-NPL-LTQ006570","Pomiferin","273.15602229191705",420.157288493,"HMDB0256696","DTXSID00205831",NA,NA,NA,NA
"12415","GHKISGDRQRSCII-ZOCIIQOWSA-N","OC1CC2=CC=3OCOC3C=C2C4N(C)CC5=C6OCOC6=CC=C5C14","chelidonine","352.119049072266",353.126322723,NA,NA,"T3D4087",NA,NA,31389
"12421","GHOKWGTUZJEAQD-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS100608","D-Pantothenic acid hemicalcium salt","218.25",219.110672659,"HMDB0250782","DTXSID7047229",NA,"FDB008322",NA,7916
"12431","GHOKWGTUZJEAQD-ZETCQYMHSA-N","CC(C)(CO)[C@@H](O)C(O)=NCCC(O)=O","Pantothenate","218.1033962",219.110672659,"HMDB0000210","DTXSID9023417",NA,"FDB030151","Pantothenic acid",46905
"12488","GHOSNRCGJFBJIB-UHFFFAOYSA-N","MSBNK-UPAO-UPA00014","CANDESARTAN CILEXETIL","609.24668",610.253982839,"HMDB0249581","DTXSID5020239",NA,NA,"Candesartan cilexetil",NA
"12489","GHVHDYYKJYXFGU-UHFFFAOYSA-N","CCMSLIB00004751326","Beta-orcinol","137.06",NA,NA,"DTXSID90197610",NA,NA,NA,NA
"12491","GHVNFZFCNZKVNT-KIJKOTCYSA-N","MoNA035808","IS_D19-DECANOIC ACID","190.258324",NA,NA,"DTXSID00583929",NA,NA,NA,NA
"12495","GHVNFZFCNZKVNT-UHFFFAOYSA-N","CCCCCCCCCC(O)=O","Decanoic acid","171.1390539",172.146329884,"HMDB0000511","DTXSID9021554","T3D4773","FDB012027","Capric acid",30813
"12523","GIIZNNXWQWCKIB-UHFFFAOYNA-N","OC1=CC=C(C=C1CO)C(O)CNCCCCCCOCCCCC=2C=CC=CC2","Salmeterol","414.26498222283",415.272258677,NA,NA,"T3D4734",NA,NA,NA
"12525","GIIZNNXWQWCKIB-UHFFFAOYSA-N","FiehnHILIC001504","Salmeterol","414.2646",415.272258677,"HMDB0015073","DTXSID6023571",NA,NA,NA,64064
"12527","GINFBXXYGUODAT-UHFFFAOYSA-N","LU014756","Flucarbazone","395.0279",NA,NA,"DTXSID0043979",NA,NA,NA,138417
"12533","GIXXQTYGFOHYPT-UHFFFAOYSA-N","MSBNK-Antwerp_Univ-AN120528","Bisphenol P","345.186",346.19328,NA,"DTXSID0058693",NA,NA,"Bisphenol P",NA
"12542","GJAWHXHKYYXBSV-UHFFFAOYSA-N","O=C(O)C1=NC=CC=C1C(=O)O","Quinolinic acid","166.01458119283",167.021857653,"HMDB0000232","DTXSID8041327",NA,"FDB031142","Quinolinic acid",16675
"12580","GJFIGYXKJHSBBY-UHFFFAOYSA-N","O=C1C=2C(O)=CC(O)=CC2OC3=CC(O)=C(Cl)C(=C13)C","7-Chloronorlichexanthone","290.997",NA,NA,"DTXSID90418554",NA,NA,NA,NA
"12582","GJLNWLVPAHNBQN-UHFFFAOYSA-N","LU087152","Phenylparaben","213.0557",NA,NA,"DTXSID4047882",NA,NA,NA,NA
"12588","GJPICJJJRGTNOD-UHFFFAOYSA-N","SM851552","Bosentan","550.1766",551.183854375,"HMDB0014699","DTXSID7046627",NA,NA,NA,51450
"12591","GJSSYQDXZLZOLR-UHFFFAOYSA-N","MSBNK-HBM4EU-HB003137","Fumigaclavine A","297.1609",298.168127958,"HMDB0030202",NA,NA,NA,NA,NA
"12596","GJTBSTBJLVYKAU-XVFCMESISA-N","FiehnHILIC000934","2-Thiouridine","259.0395",NA,NA,"DTXSID90174087",NA,NA,NA,60731
"12597","GKHCBYYBLTXYEV-UJPOAAIJSA-N","VF-NPL-QEHF000930","11,22-dimethyl (6E,17E)-3,14-dioxo-8,19-bis({[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})-4,9,15,20-tetraoxatricyclo[16.4.0.0⁷,¹²]docosa-6,10,17,21-tetraene-11,22-dicarboxylate","269.1030578613281",NA,NA,NA,NA,NA,NA,141411
"12607","GKJZMAHZJGSBKD-NMMTYZSQSA-N","MSBNK-BS-BS004002","10E, 12Z-Linoleic acid","279.2338",280.240230268,"HMDB0005048","DTXSID0040628",NA,NA,NA,44526
"12612","GKLSYIMLZDYQBJ-UHFFFAOYSA-N","MSBNK-RIKEN-PR309291","Flavone base + 4O, C-(dehydro-dHex)-dHex","575.1386",576.147905604,"HMDB0037419",NA,NA,"FDB016466",NA,NA
"12614","GKQPCPXONLDCMU-CCEZHUSRSA-N","FiehnHILIC002789","Lacidipine","454.2225",NA,NA,"DTXSID1046429",NA,NA,NA,NA
"12616","GKQPCPXONLDCMU-UHFFFAOYSA-N","O=C(OC(C)(C)C)C=CC=1C=CC=CC1C2C(C(=O)OCC)=C(NC(=C2C(=O)OCC)C)C","Lacidipine","454.22351133483",455.230787787,"HMDB0253939",NA,NA,NA,NA,NA
"12618","GKSGTWUNURZTKD-UHFFFAOYSA-N","O=C(C1=C(O)C=C(OC)C=C1O)C","4-O-Methylphloracetophenone","181.050628662109",182.057908808,"HMDB0029646","DTXSID80226044",NA,"FDB000817",NA,NA
"12634","GKSZPGKBFDLXNF-UHFFFAOYSA-N","CCMSLIB00005719102","""2,5-Dichloronorlichexanthone""","370.973",NA,NA,"DTXSID50797115",NA,NA,NA,NA
"12635","GKSZPGKBFDLXNF-UHFFFAOYSA-N","CCMSLIB00004751412","""2,5-Dichloronorlichexanthone""","324.964",NA,NA,"DTXSID50797115",NA,NA,NA,NA
"12638","GLACGTLACKLUJX-QNAXTHAFSA-N","VF-NPL-LTQ001892","agnuside","465.19641739282855",NA,NA,"DTXSID10149191",NA,NA,NA,2515
"12654","GLDQAMYCGOIJDV-UHFFFAOYSA-N","MoNA034360","2,3-DIHYDROXYBENZOIC ACID","153.0193327",154.026608673,"HMDB0000397","DTXSID70858712",NA,"FDB012200","2-Pyrocatechuic acid",18026
"12676","GLKCOBIIZKYKFN-UHFFFAOYSA-N","FiehnHILIC001280","Isoxanthopterin","178.036",179.044324429,"HMDB0000704","DTXSID20200949",NA,"FDB005583","Isoxanthopterin",16713
"12680","GLLRIXZGBQOFLM-UHFFFAOYSA-N","CCMSLIB00004751386","Xanthorin","299.05",NA,NA,"DTXSID80498507",NA,NA,NA,NA
