"inchikey","id","name","precursormz","accession"
"DOMWKUIIPQCAJU-LJHIYBGHSA-N","LU065501","Hydroxyprogesterone caproate","429.2999","T3D4792"
"DOMWKUIIPQCAJU-LJHIYBGHSA-N","CCMSLIB00000085120","MLS001148643-01!17ALPHA-HYDROXYPROGESTERONE CAPROATE630-56-8","429.304","T3D4792"
"DOOTYTYQINUNNV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU285705","Triethylcitrate","277.1282","T3D4833"
"DOOTYTYQINUNNV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU500209","Triethyl citrate","276.1204","T3D4833"
"DQCKKXVULJGBQN-XFWGSAIBSA-N","MSBNK-Eawag-EA283007","Naltrexone","342.17","T3D2864"
"DTAPQAJKAFRNJB-UHFFFAOYSA-N","LU059204","Promecarb","208.1332","T3D0999"
"DUEPRVBVGDRKAG-UHFFFAOYSA-N","MSBNK-Eawag-EQ304005","Carbofuran","222.1125","T3D0944"
"DUEPRVBVGDRKAG-UHFFFAOYSA-N","OC(=NC)OC1=CC=CC2=C1OC(C)(C)C2","Pesticide3_Carbofuran_C12H15NO3_Furadan","222.112","T3D0944"
"DUEPRVBVGDRKAG-UHFFFAOYSA-N","CCMSLIB00001058372","Pesticide3_Carbofuran_C12H15NO3_Furadan","244.094","T3D0944"
"DUFVKSUJRWYZQP-UHFFFAOYSA-N","EQ305004","Fosthiazate","284.0538","T3D3855"
"DVKJHBMWWAPEIU-UHFFFAOYSA-N","SM832302","2,4-Toluene diisocyanate","175.0502","T3D1667"
"DWFZBUWUXWZWKD-UHFFFAOYSA-N","LU033102","Pyridaben","365.1449","T3D3915"
"DWTTZBARDOXEAM-UHFFFAOYNA-N","O=C1OC(C)CCCC(O)CCCCCC=2C=C(O)C=C(O)C12","Zeranol","323.18530038917","T3D3675"
"DXBHBZVCASKNBY-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590418","Benz[a]anthracene","228.0934","T3D0039"
"DXBHBZVCASKNBY-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590403","Benz[a]anthracene","229.1012","T3D0039"
"DXGLGDHPHMLXJC-UHFFFAOYSA-N","MSBNK-Eawag-EA023013","Benzophenone-3","229.0859","T3D4807"
"DZBUGLKDJFMEHC-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU251705","Acridine","180.0808","T3D0633"
"FASDKYOPVNHBLU-ZETCQYMHSA-N","FiehnHILIC002270","Pramipexole","212.122","T3D2783"
"FASDKYOPVNHBLU-ZETCQYMHSA-N","FiehnHILIC000703","Pramipexole","212.1214","T3D2783"
"FBOZXECLQNJBKD-ZDUSSCGKSA-N","FiehnHILIC002093","Methotrexate","455.1787","T3D2486"
"FBOZXECLQNJBKD-ZDUSSCGKSA-N","FiehnHILIC000521","Methotrexate","455.178","T3D2486"
"FELGMEQIXOGIFQ-UHFFFAOYNA-N","O=C1C=2C=3C=CC=CC3N(C2CCC1CN4C=CN=C4C)C","Ondansetron","294.16008869617","T3D2925"
"FFGPTBGBLSHEPO-UHFFFAOYSA-N","N=C(O)N1C=2C=CC=CC2C=CC=3C=CC=CC31","Carbamazepine","237.10223946617","T3D2826"
"FFGPTBGBLSHEPO-UHFFFAOYSA-N","VF-NPL-LTQ000097","Carbmazepine","259.019204019498","T3D2826"
"FFGPTBGBLSHEPO-UHFFFAOYSA-N","VF-NPL-QTOF006986","Carbmazepine","259.0843","T3D2826"
"FFSSWMQPCJRCRV-UHFFFAOYSA-N","LU064704","Quinclorac","241.977","T3D3918"
"FHIVAFMUCKRCQO-UHFFFAOYSA-N","MSBNK-Eawag-EA029306","Diazinon","305.1083","T3D0056"
"FIKAKWIAUPDISJ-UHFFFAOYSA-L","MoNA033132","METHYL VIOLOGEN","257.0606798","T3D0808"
"FIPWRIJSWJWJAI-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU229602","Piperonyl butoxide","339.2166","T3D4524"
"FIPWRIJSWJWJAI-UHFFFAOYSA-N","O1C=2C=C(C(=CC2OC1)CCC)COCCOCCOCCCC","Pesticide4_Piperonyl butoxide_C19H30O5_Butacide","356.243","T3D4524"
"FIPWRIJSWJWJAI-UHFFFAOYSA-N","O1C=2C=C(C(=CC2OC1)CCC)COCCOCCOCCCC","Pesticide4_Piperonyl butoxide_C19H30O5_Butacide","361.198","T3D4524"
"FIVPIPIDMRVLAY-UHFFFAOYSA-N","MSBNK-HBM4EU-HB003790","Gliotoxin","327.0468","T3D3604"
"FLKPEMZONWLCSK-UHFFFAOYSA-N","LU101402","Diethyl phthalate","223.0965","T3D3638"
"FMMWHPNWAFZXNH-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590520","Benzo(a)pyrene","252.0934","T3D0009"
"FNCMBMZOZQAWJA-UHFFFAOYSA-N","EA295304","Methiocarb-sulfoxide","242.0845","T3D0983"
"FNJSWIPFHMKRAT-UHFFFAOYSA-N","LU043701","Monomethyl phthalate","181.0495","T3D3886"
"FOCVUCIESVLUNU-UHFFFAOYSA-N","CCMSLIB00000085177","MLS001333083-01!THIO-TEPA52-24-4","190.057","T3D4716"
"FOUWCSDKDDHKQP-UHFFFAOYSA-N","EQ316704","Flumioxazin","355.1089","T3D3847"
"FOXFZRUHNHCZPX-UHFFFAOYSA-N","MSBNK-Eawag-EA009010","Metribuzin","215.0961","T3D3882"
"FOXFZRUHNHCZPX-UHFFFAOYSA-N","O=C1C(=NN=C(SC)N1N)C(C)(C)C","Pesticide5_Metribuzin_C8H14N4OS_4-Amino-6-(2-methyl-2-propanyl)-3-(methylsulfanyl)-1,2,4-triazin-5(4H)-one","237.078","T3D3882"
"FOYHNROGBXVLLX-UHFFFAOYSA-N","KO002680","2,6-Diethylaniline","150","T3D4868"
"FPVKHBSQESCIEP-JQCXWYLXSA-N","CCMSLIB00005435936","Pentostatin","135.066","T3D2822"
"FQKUGOMFVDPBIZ-UHFFFAOYSA-N","MSBNK-Eawag-EA009713","Flusilazole","316.1076","T3D3850"
"FQKUGOMFVDPBIZ-UHFFFAOYSA-N","FC1=CC=C(C=C1)[Si](C2=CC=C(F)C=C2)(C)CN3N=CN=C3","Pesticide6_Flusilazole_C16H15F2N3Si_1-[(Bis(4-fluorophenyl)methylsilyl)methyl]-1H-1,2,4-triazole","316.107","T3D3850"
"FRASJONUBLZVQX-UHFFFAOYSA-N","UA001803","1,4-naphthalene-dione","159.0441","T3D4637"
"FSCWZHGZWWDELK-UHFFFAOYSA-N","MSBNK-Eawag-EQ311901","Vinclozolin","286.0032","T3D3942"
"FTALBRSUTCGOEG-UHFFFAOYSA-N","FC(F)(F)OC=1C=CC=2N=C(SC2C1)N","Riluzole (Rilutek)","235.015","T3D2875"
"FTALBRSUTCGOEG-UHFFFAOYSA-N","FiehnHILIC002304","Riluzole","235.0167","T3D2875"
"FTALBRSUTCGOEG-UHFFFAOYSA-N","FiehnHILIC000739","Riluzole","235.0144","T3D2875"
"FTOVXSOBNPWTSH-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590603","Benzo(b)fluoranthene","253.1012","T3D0010"
"FTOVXSOBNPWTSH-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590617","Benzo(b)fluoranthene","252.0934","T3D0010"
"FYZBOYWSHKHDMT-UHFFFAOYSA-N","O=C(OC1=CC=CC2=C1OC(C)(C)C2)N(SN(CCC(=O)OCC)C(C)C)C","Pesticide2_Benfuracarb_C20H30N2O5S_Oncol","433.177","T3D0927"
"FYZBOYWSHKHDMT-UHFFFAOYSA-N","O=C(OC1=CC=CC2=C1OC(C)(C)C2)N(SN(CCC(=O)OCC)C(C)C)C","Pesticide2_Benfuracarb_C20H30N2O5S_Oncol","411.195","T3D0927"
"FYZBOYWSHKHDMT-UHFFFAOYSA-N","CCMSLIB00001058422","Pesticide2_Benfuracarb_C20H30N2O5S_Oncol","428.222","T3D0927"
"FZSVSABTBYGOQH-XFFZJAGNSA-N","OC(=NC)ON=C(CSC)C(C)(C)C","Pesticide5_Thiofanox_C9H18N2O2S_Benelux","201.105","T3D1014"
"FZSVSABTBYGOQH-XFFZJAGNSA-N","OC(=NC)ON=C(CSC)C(C)(C)C","Pesticide5_Thiofanox_C9H18N2O2S_Benelux","241.098","T3D1014"
"GAGWJHPBXLXJQN-UORFTKCHSA-N","SM834302","Capecitabine","360.1565","T3D3507"
"GAGWJHPBXLXJQN-UORFTKCHSA-N","CCCCCOC(O)=NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O","Capecitabine; LC-ESI-ITFT; MS2; CE","360.15654","T3D3507"
"GCKMFJBGXUYNAG-HLXURNFRSA-N","AU281603","17alpha-Methyltestosterone","303.2319","T3D4748"
"GCKMFJBGXUYNAG-HLXURNFRSA-N","FiehnHILIC000526","Methyltestosterone","303.2314","T3D4748"
"GDLIGKIOYRNHDA-UHFFFAOYSA-N","VF-NPL-LTQ000354","Clomipramine","666.876565004006","T3D3032"
"GDLIGKIOYRNHDA-UHFFFAOYSA-N","VF-NPL-QEHF000662","Clomipramine","315.162292480469","T3D3032"
"GEPDYQSQVLXLEU-AATRIKPKSA-N","CCMSLIB00001058707","Pesticide1_Mevinphos Isomer 1*_C7H13O6P_2-Butenoic acid, 3-[(dimethoxyphosphinyl)oxy]-, methyl ester, (2E)-","242.079","T3D3884"
"GEPDYQSQVLXLEU-AATRIKPKSA-N","O=C(OC)C=C(OP(=O)(OC)OC)C","Pesticide1_Mevinphos Isomer 1*_C7H13O6P_2-Butenoic acid, 3-[(dimethoxyphosphinyl)oxy]-, methyl ester, (2E)-","225.052","T3D3884"
"GFNANZIMVAIWHM-OBYCQNJPSA-N","MSBNK-Athens_Univ-AU240004","Triamcinolone","395.1864","T3D4756"
"GFNANZIMVAIWHM-OBYCQNJPSA-N","O=C1C=CC2(C(=C1)CCC3C4CC(O)C(O)(C(=O)CO)C4(C)CC(O)C32F)C","MLS001066543-01!124-94-7","395.191","T3D4756"
"GGCSSNBKKAUURC-UHFFFAOYSA-N","CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1","Sufentanil; LC-ESI-QTOF; MS2; CE","387.210075","T3D2865"
"GGCSSNBKKAUURC-UHFFFAOYSA-N","MSBNK-Univ_Connecticut-CO000421","Sufentanil","387.21074","T3D2865"
"GHASVSINZRGABV-UHFFFAOYSA-N","MSBNK-Eawag-EA256608","5-Fluorouracil","131.0251","T3D4776"
"GHKISGDRQRSCII-ZOCIIQOWSA-N","RIKENPlaSMA000917","(+)-Chelidonine","354.1335992","T3D4087"
"GHKISGDRQRSCII-ZOCIIQOWSA-N","OC1CC2=CC=3OCOC3C=C2C4N(C)CC5=C6OCOC6=CC=C5C14","chelidonine","371.160125732422","T3D4087"
"GHKISGDRQRSCII-ZOCIIQOWSA-N","VF-NPL-LTQ005290","chelidonine","354.170910644531","T3D4087"
"GHKISGDRQRSCII-ZOCIIQOWSA-N","OC1CC2=CC=3OCOC3C=C2C4N(C)CC5=C6OCOC6=CC=C5C14","Chelidonine","376.11","T3D4087"
"GHKISGDRQRSCII-ZOCIIQOWSA-N","OC1CC2=CC=3OCOC3C=C2C4N(C)CC5=C6OCOC6=CC=C5C14","Chelidonine","354.13","T3D4087"
"GHKISGDRQRSCII-ZOCIIQOWSA-N","VF-NPL-QEHF021435","chelidonine","376.115539550781","T3D4087"
"GHKISGDRQRSCII-ZOCIIQOWSA-N","VF-NPL-QEHF021438","chelidonine","392.089477539062","T3D4087"
"GIIZNNXWQWCKIB-UHFFFAOYNA-N","OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1","Salmeterol; LC-ESI-QTOF; MS2; CE","416.279535","T3D4734"
"GJSURZIOUXUGAL-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU272003","Clonidine","230.0246","T3D2829"
"GJSURZIOUXUGAL-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO002629","Clonidine","230","T3D2829"
"GLZPCOQZEFWAFX-JXMROGBWSA-N","OCC=C(C)CCC=C(C)C","geraniol","155.14","T3D4838"
"GLZPCOQZEFWAFX-JXMROGBWSA-N","OCC=C(C)CCC=C(C)C","geraniol","177.13","T3D4838"
"GLZPCOQZEFWAFX-JXMROGBWSA-N","OCC=C(C)CCC=C(C)C","geraniol","177.12","T3D4838"
"GMAUQNJOSOMMHI-JXAWBTAJSA-N","MSBNK-Eawag-EQ303301","Alanycarb","400.1359","T3D0916"
"GNBHRKFJIUUOQI-UHFFFAOYSA-N","MSBNK-LCSB-LU078801","Fluorescein","333.0757","T3D4808"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","KO003808","Protopine","354","T3D4015"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","O=C1C2=CC=3OCOC3C=C2CCN(C)CC4=C5OCOC5=CC=C4C1","protopine","354.177642822266","T3D4015"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","NA003515","Protopin","354.1336","T3D4015"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","O=C1C2=CC=3OCOC3C=C2CCN(C)CC4=C5OCOC5=CC=C4C1","Protopine","376.11","T3D4015"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO009208","Protopine","354/247/217","T3D4015"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","O=C1C2=CC=3OCOC3C=C2CCN(C)CC4=C5OCOC5=CC=C4C1","Protopine","354.13","T3D4015"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","CCMSLIB00000847636","NCGC00017389-03!","354.133","T3D4015"
"GPTFURBXHJWNHR-UHFFFAOYSA-N","MoNA016209","Protopine","354.1359","T3D4015"
"GPXLRLUVLMHHIK-UHFFFAOYSA-N","LU081102","Forchlorfenuron","248.0585","T3D4513"
"GPXLRLUVLMHHIK-UHFFFAOYSA-N","CCMSLIB00001058940","Pesticide3_Forchlorfenuron_C12H10ClN3O_Urea, N-(2-chloro-4-pyridinyl)-N'-phenyl-","248.058","T3D4513"
"GPXLRLUVLMHHIK-UHFFFAOYSA-N","WA000266","Forchlorfenuron","247.9","T3D4513"
"GSDSWSVVBLHKDQ-JTQLQIEISA-N","EQ323906","Levofloxacin","362.1511","T3D2478"
"GSDSWSVVBLHKDQ-JTQLQIEISA-N","O=C(O)C1=CN2C3=C(OCC2C)C(=C(F)C=C3C1=O)N4CCN(C)CC4","Levofloxacin","362.143","T3D2478"
"GSEJCLTVZPLZKY-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS079902","2,2',2''-Trihydroxytriethylamine","150.17","T3D4835"
"GSEJCLTVZPLZKY-UHFFFAOYSA-N","OCCN(CCO)CCO","Triethanolamine; LC-ESI-QTOF; MS2; CE","150.11247","T3D4835"
"GSEJCLTVZPLZKY-UHFFFAOYSA-N","KO004113","Triethanolamine","150","T3D4835"
"GSEJCLTVZPLZKY-UHFFFAOYSA-N","PT107990","2,2',2''-Nitrilotriethanol","150.11299","T3D4835"
"GUGOEEXESWIERI-UHFFFAOYNA-N","CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","Terfenadine; LC-ESI-QTOF; MS2; CE","472.321006","T3D2757"
"GVEPBJHOBDJJJI-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU591518","Fluoranthene","202.0777","T3D0110"
"GVEZIHKRYBHEFX-NQQPLRFYSA-N","PT111300","cerulenin","224.12864","T3D2964"
"GVEZIHKRYBHEFX-NQQPLRFYSA-N","C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(O)=N","Cerulenin; LC-ESI-QTOF; MS2; CE","224.12812","T3D2964"
"GVGLGOZIDCSQPN-PVHGPHFFSA-N","MSBNK-Athens_Univ-AU153309","Diacetylmorphine (Heroin)","370.1649","T3D4562"
"GWUSZQUVEVMBPI-UHFFFAOYSA-N","FiehnHILIC002182","Nimetazepam","296.1035","T3D4650"
"GWUSZQUVEVMBPI-UHFFFAOYSA-N","O=C1N(C=2C=CC(=CC2C(=NC1)C=3C=CC=CC3)N(=O)=O)C","Nimetazepam","296.10296774317","T3D4650"
"GWUSZQUVEVMBPI-UHFFFAOYSA-N","FiehnHILIC000615","Nimetazepam","296.1024","T3D4650"
"GYKXQTKSWLAUIT-UHFFFAOYSA-N","LU074803","m-Cumenyl methylcarbamate","194.1176","T3D0979"
"GYSSRZJIHXQEHQ-UHFFFAOYSA-N","LU045604","Carboxin","236.074","T3D4483"
"GYSSRZJIHXQEHQ-UHFFFAOYSA-N","OC(=NC=1C=CC=CC1)C=2SCCOC2C","Pesticide5_Carboxin_C12H13NO2S_Vitavax","258.056","T3D4483"
"HAORKNGNJCEJBX-UHFFFAOYSA-N","KO002626","Cyprodinil","226","T3D3820"
"HAORKNGNJCEJBX-UHFFFAOYSA-N","CC1=CC(=NC(NC2=CC=CC=C2)=N1)C1CC1","Cyprodinil; LC-ESI-ITFT; MS2; CE","226.133874","T3D3820"
"HAORKNGNJCEJBX-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO008909","Cyprodinil","226/185","T3D3820"
"HAWJXYBZNNRMNO-UHFFFAOYSA-N","WA000144","Furathiocarb","383.24","T3D0974"
"HAWJXYBZNNRMNO-UHFFFAOYSA-N","CCMSLIB00001058592","Pesticide2_Furathiocarb_C18H26N2O5S_Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl-N,N'-dimethyl-N,N'-thiodicarbamate","383.163","T3D0974"
"HAWJXYBZNNRMNO-UHFFFAOYSA-N","CCMSLIB00001058596","Pesticide2_Furathiocarb_C18H26N2O5S_Butyl 2,3-dihydro-2,2-dimethylbenzofuran-7-yl-N,N'-dimethyl-N,N'-thiodicarbamate","405.145","T3D0974"
"HAXBIWFMXWRORI-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590819","Benzo(k)fluoranthene","252.0934","T3D0062"
"HAXBIWFMXWRORI-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590803","Benzo(k)fluoranthene","253.1012","T3D0062"
"HBOMLICNUCNMMY-XLPZGREQSA-N","EQ328701","Zidovudine","268.104","T3D4720"
"HBPDKDSFLXWOAE-UHFFFAOYSA-N","CCMSLIB00001058397","Pesticide2_Tebuthiuron_C9H16N4OS_Urea, N-[5-(1,1-dimethylethyl)-1,3,4-thiadiazol-2-yl]-N,N'-dimethyl-","229.111","T3D3928"
"HBPDKDSFLXWOAE-UHFFFAOYSA-N","LU055703","Tebuthiuron","229.1118","T3D3928"
"HCFDWZZGGLSKEP-UHFFFAOYNA-N","N=1C=CC=CC1C(OCCN(C)C)(C=2C=CC=CC2)C","Doxylamine","271.18048978817","T3D4551"
"HCWZEPKLWVAEOV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU592717","PCB 52","289.9218","T3D0441"
"HCYAFALTSJYZDH-UHFFFAOYSA-N","MSBNK-HBM4EU-HB002285","Desipramine","267.1856","T3D2996"
"HDOVUKNUBWVHOX-QMMMGPOBSA-N","FiehnHILIC002405","Valaciclovir","325.1621","T3D3542"
"HDOVUKNUBWVHOX-QMMMGPOBSA-N","FiehnHILIC000841","Valaciclovir","325.1613","T3D3542"
"HEFIYUQVAZFDEE-UHFFFAOYSA-N","MSBNK-Univ_Connecticut-CO000171","Ergocristine","610.30306","T3D3688"
"HEFNNWSXXWATRW-UHFFFAOYNA-N","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","2-(4-ISOBUTYLPHENYL)PROPIONIC ACID","207.1379563","T3D2970"
"HEMJJKBWTPKOJG-UHFFFAOYSA-N","AU269103","Gemfibrozil","251.1642","T3D4809"
"HEZNVIYQEUHLNI-UHFFFAOYSA-N","OC(=NC)OC=1C=CC=CC1CSCC","Pesticide2_Ethiofencarb_C11H15NO2S_Phenol, 2-[(ethylthio)methyl]-, methylcarbamate","243.116","T3D0964"
"HEZNVIYQEUHLNI-UHFFFAOYSA-N","MSBNK-LCSB-LU098306","Ethiofencarb","226.0896","T3D0964"
"HEZNVIYQEUHLNI-UHFFFAOYSA-N","OC(=NC)OC=1C=CC=CC1CSCC","Pesticide2_Ethiofencarb_C11H15NO2S_Phenol, 2-[(ethylthio)methyl]-, methylcarbamate","226.089","T3D0964"
"HEZNVIYQEUHLNI-UHFFFAOYSA-N","CCMSLIB00001058563","Pesticide2_Ethiofencarb_C11H15NO2S_Phenol, 2-[(ethylthio)methyl]-, methylcarbamate","248.071","T3D0964"
"HFACYLZERDEVSX-UHFFFAOYSA-N","AU243302","Benzidine","185.1073","T3D0026"
"HFCYZXMHUIHAQI-UHFFFAOYSA-N","LU045806","Thidiazuron","221.0492","T3D4541"
"HFCYZXMHUIHAQI-UHFFFAOYSA-N","WA000218","Thidiazuron","220.9","T3D4541"
"HFZWRUODUSTPEG-UHFFFAOYSA-N","LU079702","2,4-Dichlorophenol","162.9712","T3D0209"
"HHJUWIANJFBDHT-KOTLKJBCSA-N","FiehnHILIC002414","Vindesine","754.4197","T3D2479"
"HHJUWIANJFBDHT-KOTLKJBCSA-N","FiehnHILIC000852","Vindesine","754.4169","T3D2479"
"HIGQPQRQIQDZMP-FLIBITNWSA-N","O=C(OCC=C(C)CCC=C(C)C)C","(2Z)-3,7-dimethyl-2,6-octadienyl acetate","197.15","T3D4837"
"HIGQPQRQIQDZMP-FLIBITNWSA-N","O=C(OCC=C(C)CCC=C(C)C)C","(2Z)-3,7-dimethyl-2,6-octadienyl acetate","219.14","T3D4837"
"HIGQPQRQIQDZMP-FLIBITNWSA-N","FiehnHILIC000606","Nerylacetate","197.1537","T3D4837"
"HJSJELVDQOXCHO-HTQZYQBOSA-N","NGA03378","retronecine","156.101904656","T3D4060"
"HJUFTIJOISQSKQ-UHFFFAOYSA-N","CCOC(=NCCOC1=CC=C(C=C1)OC2=CC=CC=C2)O","Fenoxycarb","302.13868454817","T3D0969"
"HJUFTIJOISQSKQ-UHFFFAOYSA-N","CCMSLIB00001058275","Pesticide3_Fenoxycarb_C17H19NO4_[2-(4-Phenoxyphenoxy)ethyl]carbamic acid ethyl ester","302.138","T3D0969"
"HJUFTIJOISQSKQ-UHFFFAOYSA-N","MSBNK-Waters-WA000122","Fenoxycarb","302.2","T3D0969"
"HKODIGSRFALUTA-JTLQZVBZSA-N","NA000418","Senecionine","336.1805","T3D4059"
"HKODIGSRFALUTA-JTLQZVBZSA-N","O=C1OC2CCN3CC=C(COC(=O)C(O)(C)C(C)CC1=CC)C32","Senecionine","358.163","T3D4059"
"HKODIGSRFALUTA-JTLQZVBZSA-N","O=C1OC2CCN3CC=C(COC(=O)C(O)(C)C(C)CC1=CC)C32","Senecionine","336.181","T3D4059"
"HKODIGSRFALUTA-JTLQZVBZSA-N","O=C1OC2CCN3CC=C(COC(=O)C(O)(C)C(C)CC1=CC)C32","Senecionine","358.16","T3D4059"
"HKODIGSRFALUTA-JTLQZVBZSA-N","PM014310","Senecionine","336","T3D4059"
"HKODIGSRFALUTA-JTLQZVBZSA-N","CCMSLIB00005720182","Senecionine","336.178","T3D4059"
"HKPHPIREJKHECO-UHFFFAOYSA-N","LU056003","Butachlor","312.1725","T3D1087"
"HOKKPVIRMVDYPB-UVTDQMKNSA-N","WA000085","Thiacloprid","253","T3D4540"
"HOKKPVIRMVDYPB-UVTDQMKNSA-N","N#CN=C1SCCN1CC2=CN=C(Cl)C=C2","Pesticide5_Thiacloprid_C10H9ClN4S_Cyanamide, N-[(2Z)-3-[(6-chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]-","253.031","T3D4540"
"HOMGKSMUEGBAAB-UHFFFAOYNA-N","ClCCNP1(=O)OCCCN1CCCl","Ifosfamide; LC-ESI-ITFT; MS2; CE","261.032096","T3D3513"
"HPHUVLMMVZITSG-ZCFIWIBFSA-N","AU160509","Levetiracetam","171.1128","T3D3019"
"HPHUVLMMVZITSG-ZCFIWIBFSA-N","AU160531","Levetiracetam","193.0947","T3D3019"
"HPJKCIUCZWXJDR-UHFFFAOYSA-N","FiehnHILIC000474","Letrozol","286.1082","T3D4803"
"HPJKCIUCZWXJDR-UHFFFAOYSA-N","N#CC1=CC=C(C=C1)C(C2=CC=C(C#N)C=C2)N3N=CN=C3","Letrozol","286.10872182617","T3D4803"
"HPNSFSBZBAHARI-RUDMXATFSA-N","VF-NPL-QEHF004800","Mycophenolic Acid","359.089141845703","T3D2960"
"HPNSFSBZBAHARI-RUDMXATFSA-N","EA280813","Mycophenolic acid","321.1333","T3D2960"
"HPNSFSBZBAHARI-RUDMXATFSA-N","O=C1OCC2=C1C(O)=C(C(OC)=C2C)CC=C(C)CCC(=O)O","Mycophenolic acid","338.16","T3D2960"
"HPNSFSBZBAHARI-RUDMXATFSA-N","O=C1OCC2=C1C(O)=C(C(OC)=C2C)CC=C(C)CCC(=O)O","MYCOPHENOLIC ACID","343.115203857422","T3D2960"
"HPNSFSBZBAHARI-RUDMXATFSA-N","VF-NPL-QTOF008986","Mycophenolic Acid","321.1337","T3D2960"
"HPNSFSBZBAHARI-RUDMXATFSA-N","VF-NPL-LTQ001910","Mycophenolic Acid","359.066157414363","T3D2960"
"HQUQLFOMPYWACS-UHFFFAOYSA-N","C(COP(=O)(OCCCl)OCCCl)Cl","Tris(2-chloroethyl)phosphate","284.96115545217","T3D4950"
"HRBKVYFZANMGRE-UHFFFAOYSA-N","EA295106","Chlorpyrifos-methyl","321.9023","T3D3808"
"HRPVXLWXLXDGHG-UHFFFAOYSA-N","MoNA038752","ACRYLAMIDE","72.04438978","T3D2573"
"HSMVPDGQOIQYSR-KGENOOAVSA-N","FC(F)(F)C1=CC(Cl)=CC=C1N=C(N2C=NC=C2)COCCC","Pesticide6_Triflumizole_C15H15ClF3N3O_4-Chloro-N-[(1E)-1-(1H-imidazol-1-yl)-2-propoxyethylidene]-2-(trifluoromethyl)benzenamine","346.093","T3D4547"
"HSMVPDGQOIQYSR-KGENOOAVSA-N","FC(F)(F)C1=CC(Cl)=CC=C1N=C(N2C=NC=C2)COCCC","Pesticide6_Triflumizole_C15H15ClF3N3O_4-Chloro-N-[(1E)-1-(1H-imidazol-1-yl)-2-propoxyethylidene]-2-(trifluoromethyl)benzenamine","328.082","T3D4547"
"HSUGRBWQSSZJOP-RTWAWAEBSA-N","MoNA033376","DILTIAZEM","415.1686043","T3D2758"
"HUBANNPOLNYSAD-UHFFFAOYSA-N","C1=CC(Cl)=NC(=C1Cl)C(=O)O","Clopyralid","191.96136015217","T3D4488"
"HULMNSIAKWANQO-JQKSAQOKSA-N","O=CC12CCC(OC3OC(C)C(O)C(O)C3O)CC2(O)CCC4C1CCC5(C)C(C6=CC(=O)OC6)CCC45O","Convallatoxin","568.311584472656","T3D4067"
"HULMNSIAKWANQO-JQKSAQOKSA-N","O=CC12CCC(OC3OC(C)C(O)C(O)C3O)CC2(O)CCC4C1CCC5(C)C(C6=CC(=O)OC6)CCC45O","Convallatoxin","589.240966796875","T3D4067"
"HULMNSIAKWANQO-JQKSAQOKSA-N","O=CC12CCC(OC3OC(C)C(O)C(O)C3O)CC2(O)CCC4C1CCC5(C)C(C6=CC(=O)OC6)CCC45O","Convallatoxin","573.267028808594","T3D4067"
"HULMNSIAKWANQO-JQKSAQOKSA-N","VF-NPL-LTQ007333","Convallatoxin","589.229560665968","T3D4067"
"HULMNSIAKWANQO-JQKSAQOKSA-N","O=CC12CCC(OC3OC(C)C(O)C(O)C3O)CC2(O)CCC4C1CCC5(C)C(C6=CC(=O)OC6)CCC45O","Convallatoxin","551.285034179688","T3D4067"
"HUNXMJYCHXQEGX-UHFFFAOYSA-N","N#CC=1C=NN2C1N=CC=C2C=3C=CC=C(C3)N(C(=O)C)CC","Zaleplon","306.13493657517","T3D2673"
